id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual,class
R01926,32,5,2,2,10.0,11,1,15246.19,4760.84,2
R01959,38,1,2,2,10.0,13,1,101507.0,3563.47,2
R01962,45,1,2,2,10.0,16,1,237005.95,13021.22,2
R01969,34,1,2,4,10.0,15,1,52146.66,5646.56,2
R01971,49,3,2,2,10.0,11,1,22982.97,1238.24,2
R01975,43,3,2,2,10.0,15,1,161127.08,10707.16,2
R01976,50,1,2,1,10.0,14,1,86232.96,3615.21,2
R01978,24,1,2,2,10.0,13,4,37405.77,2081.44,2
R01982,36,1,2,2,10.0,11,4,31033.53,1545.68,2
R01992,50,1,2,2,10.0,12,1,30423.45,3152.88,2
R02026,47,1,2,2,10.0,13,4,39770.39,5932.92,2
R02064,26,1,2,2,10.0,13,4,38489.6,7879.7,2
R02084,50,1,2,1,10.0,13,1,114330.53,16279.63,2
R02122,60,1,2,1,10.0,13,1,74367.48,4011.07,2
R02125,33,1,2,2,10.0,13,1,65376.44,8855.19,2
R02137,62,1,2,2,10.0,15,2,35969.09,22042.85,2
R02139,43,1,2,2,10.0,15,4,103998.03,11656.37,2
R02145,28,1,2,2,10.0,15,1,93353.71,8121.67,2
R02154,32,1,2,1,10.0,13,1,23292.43,5267.32,2
R02172,37,1,2,2,10.0,15,1,90968.68,4970.38,2
R02181,51,1,2,1,10.0,10,1,69619.23,3366.49,2
R02212,27,1,2,1,10.0,14,1,83413.7,3633.96,2
R02236,40,1,2,2,10.0,11,4,84487.05,4487.64,2
R02296,39,1,2,4,10.0,10,1,7548.67,8803.9,2
R02311,29,1,2,2,10.0,15,1,114239.05,18509.19,2
R02329,43,2,2,2,10.0,15,1,181243.36,15687.29,2
R02330,40,1,2,2,10.0,15,1,79269.43,17537.75,2
R02332,43,1,2,2,10.0,11,1,69356.09,13915.44,2
R02369,39,1,2,2,10.0,12,1,123731.27,22728.13,2
R02383,37,1,2,4,10.0,15,1,162253.3,30168.87,2
R02384,51,1,2,3,10.0,13,1,66797.41,13326.54,2
R02387,44,1,2,1,10.0,13,1,89029.19,16120.3,2
R02388,45,1,2,1,10.0,13,1,141356.96,30613.79,2
R02397,34,1,2,2,10.0,13,1,80840.1,8241.57,2
R02403,35,1,2,2,10.0,15,1,131528.09,9375.8,2
R02423,33,1,2,2,10.0,16,1,55730.14,8038.9,2
R02449,26,1,2,2,10.0,12,1,13695.01,2891.5,2
R02456,48,1,2,1,10.0,14,1,19482.43,8205.5,2
R02462,44,1,2,1,10.0,15,1,268650.49,11975.24,2
R02466,45,3,2,2,10.0,15,1,168436.58,7976.67,2
R02470,46,1,2,2,10.0,13,1,216759.42,12284.05,2
R02471,41,1,2,2,10.0,14,1,75642.85,12378.76,2
R02488,44,1,2,2,10.0,12,1,78418.19,2679.11,2
R02498,48,1,2,3,10.0,15,1,144128.57,5844.91,2
R02524,45,1,2,2,10.0,11,4,15035.61,2033.47,2
R02526,42,1,2,2,10.0,16,4,81459.43,4680.34,2
R02534,38,1,2,2,10.0,12,1,37474.51,6522.31,2
R02566,42,1,2,2,10.0,14,1,67926.05,12189.85,2
R02588,36,1,2,2,10.0,14,1,58429.35,4284.84,2
R02596,46,1,2,2,10.0,13,1,98684.58,4195.86,2
R02598,50,1,2,3,10.0,13,1,64384.08,14116.75,2
R02605,36,1,2,3,10.0,15,4,60139.26,23558.84,2
R02632,38,1,2,2,10.0,14,1,97736.26,15828.52,2
R02641,38,1,2,2,10.0,13,1,65739.59,17417.19,2
R02653,41,1,2,2,10.0,15,2,273599.84,32307.55,2
R02659,44,1,2,2,10.0,15,1,232604.02,28702.5,2
R02687,53,1,2,2,10.0,13,1,108896.21,12297.68,2
R02696,32,1,2,1,10.0,14,1,62592.07,6616.35,2
R02701,34,1,2,2,10.0,15,1,73773.63,10432.95,2
R02729,31,1,2,2,10.0,15,1,56811.77,2950.92,2
R02746,32,1,2,4,10.0,13,1,39227.24,3429.59,2
R02748,43,1,2,2,10.0,15,2,120053.45,3204.01,2
R02759,24,1,2,2,10.0,13,4,49029.29,3207.24,2
R02782,43,1,2,2,10.0,15,1,98029.03,7932.22,2
R02792,44,1,2,1,10.0,15,1,104488.17,4388.54,2
R02793,35,1,2,2,10.0,11,4,1698.38,2219.68,2
R02798,49,1,2,1,10.0,14,1,75145.85,2773.98,2
R02839,37,1,2,2,10.0,13,1,55034.21,15859.68,2
R02848,47,4,2,2,10.0,11,5,42413.02,33468.21,2
R02875,32,1,2,2,10.0,15,1,47003.02,25608.93,2
R02876,34,1,2,3,10.0,15,4,29555.29,6320.2,2
R02891,38,1,2,3,10.0,13,1,94142.92,14494.42,2
R02931,45,1,2,1,10.0,11,1,100189.54,18451.05,2
R02934,40,3,2,5,10.0,15,1,150001.08,16991.91,2
R02937,49,1,2,1,10.0,13,1,49162.1,5288.81,2
R02956,31,1,2,4,10.0,13,1,49965.33,8002.1,2
R02976,40,1,2,2,10.0,14,1,34565.14,6595.17,2
R03008,28,1,2,2,10.0,13,1,44962.27,3649.72,2
R03021,62,1,2,2,10.0,11,5,41458.41,3520.67,2
R03036,39,1,2,2,10.0,13,1,104181.04,6200.36,2
R03039,31,1,2,1,10.0,13,1,55337.88,2871.17,2
R03058,37,1,2,2,10.0,12,1,73337.78,6031.5,2
R03089,33,1,2,1,10.0,14,1,83817.55,20440.72,2
R03116,51,1,2,1,10.0,15,1,33550.87,14392.68,2
R03135,30,1,2,2,10.0,12,1,60052.22,14106.55,2
R03176,30,1,2,2,10.0,13,4,76342.35,16637.41,2
R03179,33,1,2,3,10.0,13,1,50567.74,10644.8,2
R03184,35,1,2,2,10.0,13,1,88979.54,14454.8,2
R03186,52,1,2,1,10.0,13,1,63832.71,9754.34,2
R03194,42,1,2,2,10.0,16,1,54635.7,18604.39,2
R03198,35,1,2,2,10.0,10,4,30510.29,8198.13,2
R03252,37,1,2,2,10.0,13,4,86487.92,10345.02,2
R03261,40,1,2,2,10.0,14,1,74476.97,12648.6,2
R03275,47,1,2,2,10.0,14,1,237060.46,15405.01,2
R03299,25,1,2,4,10.0,15,1,51744.09,7908.69,2
R03332,56,1,2,1,10.0,15,1,81462.63,8644.51,2
R03333,35,1,2,1,10.0,13,1,52924.76,4687.88,2
R03355,45,1,2,2,10.0,14,1,44985.31,5663.8,2
R03361,54,1,2,2,10.0,16,1,183291.92,12101.95,2
R03363,47,1,2,2,10.0,15,1,145722.87,5968.84,2
R03367,46,1,2,1,10.0,13,1,144918.74,9210.9,2
R03368,45,1,2,2,10.0,10,4,38184.04,2813.67,2
R03375,43,1,2,2,9.0,13,1,100177.13,24381.52,2
R03377,33,3,2,2,9.0,13,2,29275.49,2083.21,2
R03379,44,1,2,2,9.0,11,4,66786.27,4842.58,2
R03384,36,1,2,3,9.0,12,1,72054.33,3768.82,2
R03394,28,1,2,3,9.0,11,4,58538.4,7045.27,2
R03399,33,1,2,4,9.0,15,2,118454.49,7518.82,2
R03404,42,1,2,2,9.0,12,1,113247.1,16410.34,2
R03406,54,1,2,3,9.0,10,1,62600.76,9407.86,2
R03409,30,1,2,3,9.0,11,4,34661.07,4077.76,2
R03421,47,3,2,2,9.0,12,1,38076.34,7011.97,2
R03425,27,5,2,2,9.0,13,1,41638.75,2024.64,2
R03432,60,1,2,1,9.0,15,1,138093.18,13174.06,2
R03435,36,1,2,2,9.0,15,4,3937.03,7111.89,2
R03441,44,5,2,1,9.0,15,1,99824.82,4123.57,2
R03445,16,5,2,1,9.0,11,1,123008.63,7326.44,2
R03455,32,1,2,2,9.0,12,4,22693.39,6488.64,2
R03478,33,1,2,2,9.0,14,4,88629.62,5316.12,2
R03482,40,2,2,3,9.0,15,1,54078.82,6590.58,2
R03496,40,1,2,4,9.0,15,4,74112.17,8239.87,2
R03548,21,1,2,1,8.0,13,1,48119.18,4775.53,2
R03550,32,1,2,1,8.0,13,1,119011.0,10271.44,2
R03567,39,2,2,2,8.0,13,5,49209.64,6906.19,2
R03583,54,3,2,2,8.0,13,5,16984.76,4507.71,2
R03634,26,5,2,2,8.0,15,4,72202.08,21259.17,2
R03661,38,1,2,1,7.0,14,1,87966.75,17420.83,2
R03706,40,1,2,2,7.0,15,1,81788.78,4229.69,2
R03768,39,1,2,3,7.0,14,1,70380.44,15729.53,2
R03787,49,1,2,1,7.0,14,1,81116.31,12187.01,2
R03790,38,4,2,4,7.0,15,1,101965.0,14364.55,2
R03791,52,1,2,1,7.0,14,1,64882.35,9926.19,2
R03811,34,1,2,1,7.0,15,4,253234.25,7021.94,2
R03814,29,1,2,3,7.0,13,1,27863.8,5590.85,2
R03817,46,1,2,2,7.0,15,1,101583.02,29748.03,2
R03828,24,1,2,2,7.0,14,4,94348.61,9133.78,2
R03860,37,1,2,2,7.0,13,4,65373.86,3995.82,2
R03876,65,1,2,1,7.0,14,1,84688.47,5749.09,2
R03901,48,1,2,1,7.0,12,1,173764.38,22311.09,2
R03922,33,1,2,4,7.0,14,4,37916.31,19554.69,2
R03927,36,1,2,2,7.0,13,4,33768.16,5613.9,2
R03985,48,1,2,2,7.0,16,1,128925.39,25811.53,2
R04012,46,1,2,4,7.0,15,4,69804.06,9742.73,2
R04064,41,1,2,3,7.0,14,1,80228.1,21990.81,2
R04086,26,1,2,1,7.0,15,4,24094.9,5014.88,2
R04101,28,1,2,2,7.0,13,1,109570.93,2988.49,2
R04108,49,1,2,2,7.0,14,2,105256.02,3485.18,2
R04110,28,1,2,2,7.0,14,4,53376.85,2693.96,2
R04163,29,1,2,1,7.0,15,4,29987.98,1862.21,2
R04199,39,1,2,3,6.0,13,1,207486.19,6783.78,2
R04206,36,1,2,1,6.0,14,1,77400.3,4554.98,2
R04223,33,1,2,1,6.0,15,1,75467.35,10285.87,2
R04232,44,1,2,2,6.0,16,1,283151.54,23147.95,2
R04247,49,1,2,1,6.0,14,1,67262.2,2734.32,2
R04248,45,1,2,1,6.0,11,5,83474.16,3448.16,2
R04252,44,1,2,1,6.0,15,1,332195.77,17953.25,2
R04284,56,1,2,1,6.0,15,1,73290.68,4206.97,2
R04301,49,1,2,1,6.0,15,1,282080.92,15523.73,2
R04302,38,1,2,2,6.0,12,1,124133.24,19111.19,2
R04304,34,3,2,2,6.0,11,2,29482.74,4253.47,2
R04305,39,3,2,3,6.0,15,1,74048.24,4160.47,2
R04313,43,1,2,2,6.0,13,1,228679.13,13642.34,2
R04314,37,1,2,3,6.0,14,1,172674.37,6175.34,2
R04316,43,1,2,1,6.0,12,1,92778.54,6318.4,2
R04326,46,1,2,1,6.0,15,1,353889.12,42299.17,2
R04328,34,1,2,2,6.0,15,1,111420.25,22408.84,2
R04335,34,1,2,2,6.0,13,4,25752.74,7295.2,2
R04354,36,1,2,2,6.0,11,4,46160.32,9789.57,2
R04366,45,5,2,1,6.0,15,1,83470.76,7090.29,2
R04386,51,3,2,2,6.0,15,4,46190.78,3807.63,2
R04389,31,1,2,5,6.0,11,4,41630.24,17161.74,2
R04416,43,1,2,1,6.0,12,1,40899.96,9776.89,2
R04423,32,1,2,2,6.0,13,1,32750.74,3748.29,2
R04425,65,1,2,1,6.0,13,1,137944.61,15336.3,2
R04433,57,3,2,1,6.0,15,1,299659.16,17028.39,2
R04441,30,1,2,2,6.0,14,4,34264.82,8774.1,2
R04447,27,5,2,2,6.0,15,4,26222.63,1675.5,2
R04465,53,1,2,2,6.0,15,4,240988.91,9445.61,2
R04489,61,1,2,2,6.0,15,2,244911.38,31302.12,2
R04490,34,1,2,1,6.0,13,1,87509.71,31402.37,2
R04495,39,1,2,2,6.0,13,4,30823.8,9111.46,2
R04499,30,3,2,3,6.0,15,1,147663.96,27104.03,2
R04500,31,4,2,2,6.0,14,4,72229.19,8301.7,2
R04510,42,1,2,2,6.0,11,4,108872.44,11422.11,2
R04513,27,1,2,2,6.0,13,1,45030.23,6998.32,2
R04516,36,1,2,3,6.0,13,1,31422.25,8272.79,2
R04524,46,1,2,1,6.0,15,1,264034.68,16013.14,2
R04527,47,1,2,2,6.0,12,1,122004.44,5748.07,2
R04537,42,1,2,3,6.0,15,1,190641.88,9818.75,2
R04549,29,1,2,4,6.0,14,4,44407.96,11531.47,2
R04556,53,3,2,1,6.0,15,1,221766.88,34483.38,2
R04564,34,1,2,2,6.0,12,1,106614.03,15780.96,2
R04572,21,1,2,1,6.0,13,1,54066.21,9096.13,2
R04580,38,1,2,3,6.0,15,1,349857.0,24353.77,2
R04604,26,1,2,2,6.0,14,4,68130.47,4064.46,2
R04606,34,1,2,2,6.0,12,4,15169.32,2410.1,2
R04649,34,5,2,2,6.0,15,4,3646.48,3796.37,2
R04658,28,1,2,1,6.0,14,1,98370.49,20145.98,2
R04662,23,1,2,2,5.0,12,5,20220.93,3726.8,2
R04680,44,1,2,2,5.0,15,1,217980.36,24708.95,2
R04685,31,1,2,3,5.0,12,1,65363.63,8805.02,2
R04696,24,1,2,2,5.0,12,4,40785.26,3014.66,2
R04727,33,1,2,3,5.0,15,4,93409.39,13382.74,2
R04746,53,1,2,1,5.0,11,1,58054.46,3546.15,2
R04751,35,1,2,2,5.0,13,4,26743.54,8618.76,2
R04776,34,4,2,3,5.0,15,4,54858.57,6059.21,2
R04787,25,1,2,2,5.0,11,4,67460.47,7989.39,2
R04790,37,1,2,2,5.0,12,4,23496.77,1617.58,2
R04796,32,1,2,3,5.0,14,1,185429.0,7093.06,2
R04802,32,1,2,2,5.0,15,4,15398.41,2699.36,2
R04822,38,1,2,3,5.0,15,5,40787.74,8657.02,2
R04838,38,1,2,2,5.0,11,4,28824.42,5024.16,2
R04849,34,1,2,2,5.0,15,4,76451.73,10122.97,2
R04861,45,1,2,2,5.0,11,2,24070.21,2734.23,2
R04866,32,1,2,2,5.0,13,1,52944.07,3665.41,2
R04882,31,1,2,2,5.0,15,1,152003.78,6494.5,2
R04886,21,5,2,2,5.0,12,1,32462.94,5515.74,2
R04896,30,1,2,3,5.0,13,1,14082.76,4287.7,2
R04914,35,1,2,2,5.0,15,1,115154.69,18356.12,2
R04916,31,5,2,2,5.0,15,4,8470.74,8323.42,2
R04925,46,3,2,2,5.0,15,2,17695.92,2042.44,2
R04927,51,1,2,1,5.0,15,1,98472.89,14665.04,2
R04932,34,1,2,5,5.0,10,4,56286.37,16759.44,2
R04939,26,1,2,1,5.0,12,1,51732.85,5372.9,2
R04943,63,2,2,2,5.0,12,1,69234.35,6510.99,2
R04952,32,1,2,1,5.0,13,1,93409.78,7927.69,2
R04957,35,1,2,3,5.0,14,1,68046.69,3695.04,2
R04963,47,1,2,2,5.0,15,1,139772.03,5038.63,2
R04972,17,5,2,1,5.0,11,1,58202.57,3395.84,2
R04976,39,1,2,2,5.0,12,4,24365.68,3184.88,2
R04983,54,5,2,1,5.0,11,1,28672.94,2702.72,2
R05000,44,1,2,1,5.0,13,1,71347.56,5763.48,2
R05026,30,1,2,2,5.0,14,2,56087.91,6745.24,2
R05029,45,1,2,2,5.0,15,1,47763.75,22533.4,2
R05037,39,1,2,3,5.0,0,4,65860.0,7078.78,2
R05038,34,1,2,2,5.0,11,4,46114.82,5923.75,2
R05039,53,1,2,2,5.0,15,4,91838.67,7991.02,2
R05088,28,1,2,2,5.0,12,4,24222.01,4863.13,2
R05089,43,3,2,2,5.0,14,2,21699.57,2406.71,2
R05097,45,1,2,1,5.0,15,2,75249.68,2178.47,2
R05144,28,5,2,2,5.0,15,1,145330.26,21055.24,2
R05152,28,1,2,2,5.0,12,4,27724.22,7204.65,2
R05153,31,1,2,2,5.0,13,4,55695.63,7007.89,2
R05161,24,1,2,2,5.0,13,4,51050.58,4225.73,2
R05177,32,1,2,2,5.0,12,4,26610.35,3785.61,2
R05183,24,1,2,2,5.0,12,4,38343.89,2243.17,2
R05197,37,1,2,2,5.0,13,1,79397.41,5020.4,2
R05199,27,1,2,1,5.0,15,1,144538.77,8834.99,2
R05227,26,1,2,1,5.0,15,4,91685.72,16212.17,2
R05255,34,1,2,3,5.0,12,1,39246.28,6149.8,2
R05271,26,1,2,2,5.0,13,4,27968.56,1875.13,2
R05276,29,1,2,1,5.0,12,1,85114.91,3781.47,2
R05278,41,1,2,2,5.0,13,1,168682.07,7519.88,2
R05287,42,1,2,2,4.0,15,1,230193.99,28028.51,2
R05288,39,1,2,2,4.0,14,1,87698.14,11838.32,2
R05289,36,1,2,2,4.0,12,1,80014.09,13474.19,2
R05290,38,1,2,1,4.0,14,1,115439.69,18386.57,2
R05292,53,1,2,1,4.0,13,1,67905.54,12196.88,2
R05299,25,1,2,2,4.0,12,1,85061.84,13255.82,2
R05303,27,1,2,1,4.0,12,1,66036.5,12719.35,2
R05309,40,1,2,2,4.0,14,2,103973.57,16957.63,2
R05310,39,1,2,2,4.0,13,4,130729.38,21993.68,2
R05320,50,1,2,2,4.0,13,1,128201.7,15091.23,2
R05321,52,1,2,1,4.0,15,2,170415.75,18789.89,2
R05323,39,1,2,1,4.0,14,1,105797.58,11758.69,2
R05327,38,1,2,2,4.0,13,1,80853.59,11782.16,2
R05329,45,1,2,2,4.0,16,1,323667.02,19807.99,2
R05332,56,1,2,1,4.0,15,1,89130.22,9449.98,2
R05335,36,1,2,2,4.0,15,1,97046.65,7923.62,2
R05339,57,1,2,1,4.0,15,1,85606.75,5462.04,2
R05343,37,5,2,2,4.0,14,1,26578.75,1880.19,2
R05344,28,1,2,2,4.0,14,1,17093.59,1899.34,2
R05345,28,1,2,2,4.0,15,1,114065.37,3589.89,2
R05355,37,1,2,2,4.0,13,1,117474.5,20706.3,2
R05357,42,1,2,3,4.0,13,1,56482.55,12391.76,2
R05371,45,1,2,3,4.0,13,1,147960.66,19188.8,2
R05379,48,1,2,2,4.0,12,1,37628.64,4996.41,2
R05395,39,1,2,2,4.0,13,4,80424.67,4503.59,2
R05402,36,1,2,3,4.0,14,5,76445.12,2984.37,2
R05404,25,1,2,3,4.0,14,4,48336.78,3784.85,2
R05409,40,1,2,1,4.0,11,1,143362.19,7445.1,2
R05414,59,4,2,1,4.0,15,1,81302.93,2170.85,2
R05425,47,1,2,2,4.0,11,4,36296.9,8827.68,2
R05426,45,1,2,3,4.0,15,4,71375.69,13028.2,2
R05427,48,1,2,1,4.0,13,1,97986.96,15012.7,2
R05429,37,1,2,2,4.0,13,1,105064.26,13092.5,2
R05434,45,1,2,1,4.0,12,1,109208.24,12607.86,2
R05441,48,1,2,3,4.0,12,1,85386.46,19662.85,2
R05444,33,1,2,2,4.0,16,1,98317.81,13467.25,2
R05446,43,1,2,1,4.0,15,4,55240.45,17901.62,2
R05449,36,1,2,2,4.0,15,1,86261.46,13247.31,2
R05451,39,1,2,4,4.0,15,1,86647.73,12362.67,2
R05458,30,1,2,4,4.0,14,1,13485.81,10876.0,2
R05459,40,1,2,1,4.0,15,1,101339.07,56853.76,2
R05470,36,5,2,2,4.0,13,1,21015.63,5668.68,2
R05471,39,1,2,3,4.0,14,1,56015.63,9197.24,2
R05473,34,1,2,2,4.0,13,2,71480.75,2555.73,2
R05485,33,1,2,2,4.0,15,4,177987.79,12182.93,2
R05486,51,1,2,1,4.0,12,1,106014.79,5785.0,2
R05487,50,1,2,1,4.0,14,1,57771.38,7029.6,2
R05495,38,3,2,2,4.0,13,1,35068.25,14933.89,2
R05504,35,1,2,2,4.0,13,1,78386.38,10771.64,2
R05507,36,1,2,5,4.0,12,1,23850.02,6989.97,2
R05509,41,1,2,2,4.0,12,1,57104.63,12359.14,2
R05518,45,1,2,2,4.0,15,1,103401.43,10714.6,2
R05519,31,5,2,1,4.0,15,1,60456.31,10698.4,2
R05537,26,1,2,2,4.0,12,4,24151.42,7012.62,2
R05543,35,1,2,2,4.0,16,1,187095.21,8281.58,2
R05548,37,1,2,2,4.0,14,1,121136.02,6299.3,2
R05549,31,1,2,2,4.0,13,1,110499.87,5905.79,2
R05568,50,1,2,1,4.0,15,2,126304.81,5454.57,2
R05581,26,5,2,2,4.0,13,1,18114.44,3345.88,2
R05593,37,1,2,3,4.0,15,2,94105.78,54443.07,2
R05607,29,5,2,2,4.0,15,4,59103.99,13981.95,2
R05612,32,5,2,2,4.0,13,1,107533.24,25271.29,2
R05631,36,1,2,1,4.0,14,1,57159.2,9761.52,2
R05635,31,1,2,1,4.0,12,1,45921.9,5289.97,2
R05645,32,1,2,2,4.0,15,1,105220.66,15712.19,2
R05647,49,2,2,1,4.0,13,1,46891.08,5604.17,2
R05649,35,1,2,2,4.0,12,1,74216.21,5373.23,2
R05653,59,1,2,1,4.0,13,1,99077.3,5513.82,2
R05658,42,1,2,2,4.0,14,1,83010.79,5051.88,2
R05661,43,1,2,2,4.0,12,1,68847.17,3782.19,2
R05662,41,1,2,2,4.0,15,4,328.68,8518.3,2
R05663,64,3,2,4,4.0,13,1,113954.93,6040.27,2
R05676,42,1,2,3,4.0,14,1,82580.96,9373.19,2
R05691,45,3,2,2,4.0,13,5,25590.84,3543.44,2
R05692,34,1,2,3,4.0,15,1,120873.7,10650.08,2
R05697,43,1,2,3,4.0,12,1,71020.79,12864.59,2
R05724,29,1,2,2,4.0,14,1,108086.48,12874.91,2
R05732,35,1,2,1,4.0,14,1,115032.73,11057.66,2
R05737,50,4,2,1,4.0,13,1,60475.76,12033.15,2
