id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual,class
R00393,45,1,1,3,12.0,14,4,57134.54,3929.53,0
R00395,64,3,1,0,12.0,13,1,45042.61,4960.31,0
R00398,59,3,1,0,12.0,12,1,101969.63,4840.75,0
R00400,42,1,1,1,12.0,15,2,23625.2,12055.67,0
R00401,30,1,1,3,12.0,14,1,22308.85,17285.76,0
R00406,48,1,1,0,12.0,12,1,94734.26,17051.08,0
R00407,46,5,1,0,12.0,15,1,70225.98,10456.58,0
R00408,37,1,1,2,12.0,14,1,103210.29,20973.1,0
R00411,71,1,1,0,12.0,15,2,42089.93,11763.71,0
R00412,52,1,1,0,12.0,12,1,108111.05,44850.92,0
R00413,54,1,1,0,12.0,12,1,68898.93,10753.76,0
R00414,41,1,1,0,12.0,12,1,89172.77,18441.38,0
R00415,53,1,1,0,12.0,11,1,26870.5,11804.56,0
R00419,38,1,1,3,12.0,10,4,12037.46,3194.17,0
R00420,44,1,1,2,12.0,11,1,20546.5,12129.58,0
R00421,57,1,1,0,12.0,15,4,107390.8,11594.61,0
R00423,31,1,1,0,12.0,13,1,137387.66,9596.84,0
R00429,36,1,1,2,12.0,10,4,60325.16,8700.03,0
R00431,66,3,2,0,12.0,15,1,56986.46,10694.08,0
R00432,25,1,1,3,12.0,12,1,52437.84,10605.64,0
R00437,53,3,1,0,12.0,12,1,50450.55,2438.91,0
R00440,29,1,1,0,12.0,14,1,70023.48,4103.23,0
R00441,25,1,1,2,12.0,11,4,31302.69,2416.18,0
R00444,58,1,1,0,12.0,14,1,74404.45,5420.98,0
R00449,29,1,1,2,12.0,12,1,63617.27,3574.46,0
R00450,61,1,1,0,12.0,12,1,96152.8,10583.6,0
R00452,50,5,1,0,12.0,13,1,44115.68,3849.75,0
R00454,51,1,1,2,12.0,15,1,84071.45,5613.29,0
R00455,47,1,1,3,12.0,15,1,118585.05,20319.71,0
R00457,57,3,1,0,12.0,13,1,40176.61,4213.94,0
R00459,55,2,1,0,12.0,11,5,1508.88,468.05,0
R00463,48,3,1,0,12.0,11,2,33374.28,2831.18,0
R00466,34,1,1,2,12.0,12,1,130491.03,6492.4,0
R00467,24,1,1,2,12.0,14,2,51020.66,3510.52,0
R00470,62,1,1,0,12.0,12,1,135049.67,17254.76,0
R00474,50,1,1,4,12.0,11,2,25610.7,1463.05,0
R00478,47,1,1,0,12.0,14,4,54271.41,6728.83,0
R00486,46,1,1,2,12.0,14,1,124570.09,25060.94,0
R00489,65,1,1,0,12.0,15,2,96126.7,14558.04,0
R00492,37,4,1,0,12.0,12,1,55262.97,22065.02,0
R00495,61,1,1,0,12.0,12,1,72095.25,9442.83,0
R00496,65,3,1,0,12.0,15,2,50425.94,6951.17,0
R00498,28,1,1,2,12.0,10,1,60259.97,9655.33,0
R00502,58,3,1,0,12.0,13,2,40396.1,3565.33,0
R00503,45,1,1,3,12.0,11,2,318958.93,38329.38,0
R00505,57,3,1,0,12.0,13,2,45178.84,2567.69,0
R00506,45,1,1,0,12.0,11,4,31295.12,7364.42,0
R00507,27,1,1,2,12.0,12,1,86269.06,6288.2,0
R00517,50,1,1,0,12.0,10,1,116979.51,8987.35,0
R00518,45,1,1,0,12.0,11,2,37537.41,1561.5,0
R00519,36,1,1,4,12.0,13,1,61206.17,4284.89,0
R00520,43,1,1,0,12.0,14,4,89183.08,2669.42,0
R00523,41,3,1,4,12.0,15,1,24279.64,1923.77,0
R00524,70,1,1,0,12.0,14,4,139899.24,6303.87,0
R00526,69,1,1,0,12.0,11,2,94254.49,4213.66,0
R00527,39,1,1,2,12.0,13,4,52627.69,3189.5,0
R00529,38,1,1,4,12.0,12,1,105248.68,6116.55,0
R00530,57,1,1,0,12.0,13,2,79194.18,4899.46,0
R00532,64,2,1,0,12.0,12,1,36369.28,28988.96,0
R00537,49,1,1,0,12.0,13,1,44327.87,9812.4,0
R00541,37,5,1,0,12.0,15,1,49199.69,7655.41,0
R00543,38,1,1,0,12.0,11,1,95491.92,11394.22,0
R00544,35,1,1,2,12.0,13,1,81835.38,5198.35,0
R00545,26,5,1,0,12.0,15,1,284840.73,20761.48,0
R00546,62,1,1,0,12.0,14,1,124205.88,24177.02,0
R00549,45,1,1,2,12.0,11,1,114866.14,9215.09,0
R00552,61,1,1,0,12.0,14,2,26771.94,2255.32,0
R00554,32,1,1,2,12.0,15,4,119655.75,5662.06,0
R00558,25,1,1,3,12.0,10,4,95083.06,18578.24,0
R00560,40,5,1,0,12.0,10,1,81906.17,18321.69,0
R00566,33,2,1,0,12.0,13,1,73490.76,11089.22,0
R00569,33,3,1,0,12.0,15,5,2289.38,3182.52,0
R00571,57,1,1,1,12.0,15,2,112953.44,21478.23,0
R00573,53,1,2,0,12.0,15,1,344000.97,21277.25,0
R00576,45,1,1,0,12.0,12,1,46115.28,8177.01,0
R00577,53,1,1,0,12.0,11,2,46021.65,4632.94,0
R00579,47,1,1,3,12.0,10,1,60054.57,10218.31,0
R00580,58,1,1,0,12.0,11,4,36887.57,8122.4,0
R00581,41,1,1,3,12.0,12,1,39291.08,25378.68,0
R00583,54,3,1,0,12.0,11,2,219489.2,8503.22,0
R00585,58,1,1,0,12.0,13,1,165150.74,21241.37,0
R00587,38,1,1,3,12.0,13,2,169037.77,19169.37,0
R00591,23,1,1,0,12.0,13,4,33043.71,1783.94,0
R00593,44,1,1,0,12.0,13,4,89011.78,2405.62,0
R00594,32,1,1,3,12.0,10,2,97320.56,2087.31,0
R00595,53,1,1,0,12.0,12,1,90331.75,4563.49,0
R00597,38,1,1,2,12.0,11,4,43489.44,3650.36,0
R00598,34,1,1,4,12.0,10,1,77047.95,3859.69,0
R00599,51,3,1,0,12.0,13,1,34341.06,5578.67,0
R00607,40,1,1,3,12.0,13,2,55265.39,6560.45,0
R00613,27,1,1,4,12.0,11,4,24396.81,4974.04,0
R00617,51,3,1,0,12.0,10,1,43197.53,8954.61,0
R00621,57,1,1,0,12.0,12,1,115430.97,11385.11,0
R00622,56,1,1,0,12.0,15,1,329943.06,48548.31,0
R00624,53,1,1,1,12.0,15,1,180715.27,7545.21,0
R00625,53,1,1,3,12.0,11,4,62382.27,6748.7,0
R00630,49,1,1,0,12.0,13,1,216457.65,24887.65,0
R00633,60,4,1,0,12.0,13,1,61422.23,7337.53,0
R00636,58,3,1,0,12.0,12,1,58418.12,7168.78,0
R00640,60,3,1,0,12.0,12,1,53678.66,6990.42,0
R00642,22,1,1,3,12.0,11,2,44464.43,5177.07,0
R00643,61,3,1,0,12.0,11,2,19153.18,9567.96,0
R00646,36,1,1,2,12.0,14,2,94460.7,10290.5,0
R00647,39,1,1,2,12.0,12,1,115823.81,16627.13,0
R00648,75,1,1,0,12.0,13,2,70342.47,13849.28,0
R00651,44,1,1,2,12.0,12,1,82032.64,13142.8,0
R00652,25,1,1,0,12.0,13,4,20691.68,4710.74,0
R00654,67,1,1,0,12.0,15,2,60471.62,4473.75,0
R00656,30,1,1,0,12.0,13,4,96053.92,11543.2,0
R00660,40,4,1,0,12.0,11,1,33401.17,1425.25,0
R00663,34,1,1,3,12.0,14,1,80287.1,4259.54,0
R00665,54,1,1,0,12.0,14,1,152929.73,11435.16,0
R00669,33,1,1,2,12.0,11,4,33152.31,3025.32,0
R00671,29,1,1,0,12.0,14,2,102068.13,3548.13,0
R00672,56,1,1,0,12.0,13,1,97241.16,5783.37,0
R00673,43,1,1,5,12.0,10,2,72466.27,5421.1,0
R00674,30,1,1,2,12.0,15,4,168629.86,8785.13,0
R00676,51,3,1,0,12.0,12,1,45314.12,2180.14,0
R00677,37,1,1,0,12.0,12,1,101318.5,4764.04,0
R00679,47,1,1,2,12.0,14,1,47633.77,14428.64,0
R00682,41,1,1,2,12.0,15,1,83056.68,12962.31,0
R00685,42,1,1,2,12.0,12,1,173076.01,34308.55,0
R00686,50,1,1,1,12.0,15,1,213722.71,46515.73,0
R00688,48,1,1,0,12.0,11,4,30290.59,4432.59,0
R00689,67,1,1,0,12.0,13,2,28255.73,2878.43,0
R00690,63,1,1,0,12.0,13,2,192573.53,13622.1,0
R00691,74,1,1,0,12.0,13,2,69971.42,2400.67,0
R00695,48,1,1,0,12.0,12,1,99259.65,15871.02,0
R00698,53,1,1,5,12.0,11,1,65357.92,11077.91,0
R00700,39,1,1,2,12.0,11,4,97944.87,37098.79,0
R00705,70,1,1,0,12.0,16,1,118120.58,15970.1,0
R00711,58,1,1,0,12.0,13,4,46437.79,4781.31,0
R00714,54,1,1,0,12.0,15,2,153192.83,16770.94,0
R00715,54,1,1,0,12.0,14,1,146503.77,26507.46,0
R00723,54,1,1,2,12.0,10,2,63652.73,10135.77,0
R00724,64,2,1,0,12.0,12,1,49808.61,5703.7,0
R00725,61,1,1,0,12.0,13,4,73011.59,6413.6,0
R00729,40,1,1,3,12.0,10,1,63562.51,5731.91,0
R00730,65,1,1,0,12.0,12,1,65760.54,4374.29,0
R00732,50,1,1,2,12.0,13,2,1203.11,4901.56,0
R00735,26,1,1,2,12.0,12,1,76052.59,4042.52,0
R00741,24,1,1,0,11.0,12,1,49308.42,6832.62,0
R00742,62,1,2,0,11.0,13,1,150479.23,23463.91,0
R00745,60,1,1,0,11.0,15,2,37473.61,11760.22,0
R00749,62,3,1,0,11.0,13,2,13647.89,5852.66,0
R00752,45,5,1,0,11.0,13,1,44448.67,5889.26,0
R00754,58,1,1,3,11.0,13,2,126549.72,25230.49,0
R00755,54,1,1,0,11.0,14,1,103693.85,20651.12,0
R00756,52,1,1,0,11.0,12,1,49200.43,10143.5,0
R00759,66,3,1,0,11.0,11,2,52889.81,5827.0,0
R00762,49,1,1,0,11.0,13,2,25437.05,9199.11,0
R00763,47,3,1,0,11.0,12,1,44925.79,5558.36,0
R00764,32,5,1,0,11.0,14,1,57208.1,6480.27,0
R00765,42,1,1,2,11.0,15,1,188875.21,26734.47,0
R00769,75,2,1,0,11.0,13,1,84339.62,15882.36,0
R00772,55,3,1,0,11.0,13,1,112455.15,42107.68,0
R00776,47,3,1,0,11.0,12,1,102159.56,6041.71,0
R00779,65,3,1,0,11.0,13,1,58237.67,6166.74,0
R00780,64,1,1,0,11.0,11,2,126721.57,5476.34,0
R00784,29,1,1,0,11.0,14,4,25471.53,2132.55,0
R00786,26,1,1,0,11.0,14,4,45433.86,2934.67,0
R00787,56,1,1,0,11.0,11,2,10033.1,1663.28,0
R00791,56,1,1,0,11.0,13,4,18291.98,2801.96,0
R00794,32,5,1,0,11.0,15,2,75574.93,3093.68,0
R00797,40,1,1,2,11.0,12,1,94220.71,4509.82,0
R00801,46,1,1,2,11.0,13,2,58481.33,2618.59,0
R00807,54,1,1,0,11.0,12,1,109882.54,22761.33,0
R00810,63,1,1,0,11.0,13,4,96044.13,10863.39,0
R00815,61,1,1,0,11.0,13,1,39991.61,7031.96,0
R00817,62,1,1,0,11.0,13,2,19905.13,3854.89,0
R00821,56,1,1,1,11.0,15,2,66144.72,11690.28,0
R00823,71,1,1,0,11.0,13,2,67439.88,17687.88,0
R00824,62,1,1,0,11.0,14,1,117326.19,24079.64,0
R00825,35,1,1,2,11.0,14,1,59312.01,10765.2,0
R00826,41,3,1,0,11.0,13,2,45444.91,21683.21,0
R00827,46,1,2,0,11.0,10,1,45458.04,6395.39,0
R00828,64,1,1,0,11.0,11,2,94109.01,14575.52,0
R00829,44,1,1,3,11.0,14,2,28862.86,6755.39,0
R00834,57,1,1,0,11.0,13,1,40652.52,4339.32,0
R00836,55,5,1,0,11.0,13,1,24312.6,2286.62,0
R00844,55,3,1,0,11.0,11,1,117312.43,10176.61,0
R00845,57,1,1,0,11.0,11,2,45774.55,20998.77,0
R00846,48,1,1,2,11.0,14,4,69043.7,12442.42,0
R00847,52,1,1,0,11.0,15,1,98838.86,12222.2,0
R00852,67,3,1,0,11.0,13,2,91591.94,2775.2,0
R00855,34,1,1,0,11.0,11,1,49245.57,1755.74,0
R00858,49,5,1,0,11.0,13,1,67085.94,2880.05,0
R00861,54,1,1,0,11.0,12,1,52408.69,2667.74,0
R00866,29,1,1,2,11.0,13,4,120342.32,4465.84,0
R00867,31,3,1,0,11.0,12,1,36422.57,2955.16,0
R00868,56,1,1,0,11.0,12,1,78160.43,4375.86,0
R00871,26,1,1,0,11.0,13,4,49631.83,2429.82,0
R00872,53,3,1,0,11.0,12,1,90441.88,3042.96,0
R00874,50,1,1,0,11.0,12,1,76399.93,10442.73,0
R00876,34,2,1,3,11.0,12,1,96667.34,16467.32,0
R00878,48,5,1,0,11.0,13,1,41265.69,8506.93,0
R00884,25,5,1,0,11.0,14,1,130681.03,14197.41,0
R00885,42,1,1,0,11.0,11,1,44423.92,7460.02,0
R00887,66,1,1,0,11.0,12,1,105046.42,11592.19,0
R00891,32,1,1,0,11.0,14,4,65136.63,8201.65,0
R00897,42,1,1,2,11.0,13,1,98410.91,16983.03,0
R00898,29,1,1,2,11.0,12,1,100134.24,15298.42,0
R00901,49,1,1,2,11.0,13,1,68257.94,7107.49,0
R00911,64,3,1,0,11.0,12,1,50598.15,5555.82,0
R00912,32,1,1,0,11.0,10,4,23234.73,2922.45,0
R00914,35,1,1,0,11.0,13,4,68476.14,5187.94,0
R00917,48,1,1,0,11.0,11,4,129275.3,11883.21,0
R00920,45,1,1,0,11.0,13,4,84398.2,7672.04,0
R00923,50,1,1,0,11.0,13,1,131242.96,16926.25,0
R00924,57,1,1,0,11.0,13,2,56404.73,6340.14,0
R00925,53,1,1,0,11.0,14,2,7042.31,2153.82,0
R00926,45,3,1,0,11.0,13,2,26295.69,3752.11,0
R00930,24,1,1,0,11.0,12,1,74431.61,2410.25,0
R00931,58,1,1,0,11.0,12,1,123890.85,10957.55,0
R00935,56,1,1,0,11.0,13,2,101019.57,7662.98,0
R00937,39,1,1,3,11.0,11,4,61297.28,6050.13,0
R00941,49,1,1,3,11.0,12,1,118266.13,6861.76,0
R00945,42,3,1,0,11.0,12,1,36036.14,1838.59,0
R00946,65,1,1,2,11.0,12,1,53943.13,5531.39,0
R00947,34,1,1,2,11.0,11,1,73460.31,5412.29,0
R00951,36,1,1,4,11.0,14,4,107466.5,5831.29,0
R00953,25,5,1,0,11.0,13,1,23233.86,6823.85,0
R00954,33,1,1,4,11.0,11,2,30751.34,5660.15,0
R00960,58,1,1,0,11.0,13,2,132216.85,23296.39,0
R00964,46,1,2,0,11.0,13,1,32506.2,9230.83,0
R00969,41,1,1,2,11.0,14,1,64804.3,10205.58,0
R00970,61,1,1,0,11.0,15,2,54732.95,9405.29,0
R00973,80,1,1,0,11.0,15,2,42924.76,4996.09,0
R00974,63,3,1,0,11.0,12,1,28211.55,21067.86,0
R00977,22,1,1,0,11.0,12,1,71183.21,12017.7,0
R00979,60,1,1,0,11.0,12,1,61614.14,36904.34,0
R00981,31,1,1,2,11.0,12,1,57292.57,10719.14,0
R00984,33,1,1,0,11.0,13,2,73070.81,5874.53,0
R00987,58,1,1,0,11.0,13,1,83055.5,8210.38,0
R00989,38,1,1,2,11.0,15,4,78656.59,6806.05,0
R00991,56,3,1,0,11.0,15,1,135123.96,12133.16,0
R00993,54,1,1,0,11.0,14,1,52847.05,9400.25,0
R00999,50,3,1,0,11.0,13,2,59710.73,5576.83,0
R01002,76,1,1,0,11.0,13,2,104437.89,14056.15,0
R01004,40,1,1,2,11.0,13,4,70359.17,8329.35,0
R01008,48,1,1,3,11.0,13,4,110270.69,10057.02,0
R01010,63,1,1,0,11.0,13,1,34866.99,1543.85,0
R01011,34,1,1,4,11.0,15,1,97170.4,30026.68,0
R01016,41,1,1,2,11.0,14,2,40276.37,3065.6,0
R01018,57,3,1,0,11.0,15,1,82855.57,17747.33,0
R01021,68,1,1,0,11.0,15,2,41030.61,3772.32,0
R01022,63,3,1,0,11.0,13,1,109345.52,5999.89,0
R01023,23,5,1,0,11.0,13,1,91620.49,5280.64,0
R01024,34,1,1,7,11.0,12,1,37930.18,7704.82,0
R01025,41,1,1,4,11.0,10,4,70184.34,12562.13,0
R01027,46,1,1,0,11.0,13,4,8044.51,2220.37,0
R01037,47,3,1,0,11.0,12,1,92661.18,6385.53,0
R01039,25,1,1,2,11.0,13,4,42935.6,9295.64,0
R01042,56,3,1,0,11.0,12,1,159523.68,5510.24,0
R01044,74,1,1,0,11.0,10,2,26573.41,1547.07,0
R01050,48,1,2,0,11.0,13,1,165101.33,15133.56,0
R01053,45,5,1,0,11.0,14,1,25754.58,4892.13,0
R01054,48,1,1,0,11.0,13,1,33144.12,2608.26,0
R01055,55,1,1,0,11.0,12,1,49333.42,3692.37,0
R01056,64,3,1,0,11.0,12,1,120305.19,4836.93,0
R01060,55,1,1,0,11.0,10,4,45279.61,9049.87,0
R01061,53,1,1,0,11.0,13,2,100173.51,9120.38,0
R01062,50,1,1,0,11.0,12,1,54776.9,9150.37,0
R01068,68,1,1,0,11.0,13,2,73787.77,7368.71,0
R01076,24,1,1,0,11.0,13,1,70419.23,11858.56,0
R01086,59,1,1,0,11.0,11,1,58446.99,7168.79,0
R01097,60,1,1,0,11.0,12,1,86409.09,12455.41,0
R01098,61,1,1,0,11.0,12,1,159295.91,9502.03,0
R01103,59,1,1,0,11.0,12,1,102791.71,8953.63,0
R01108,63,5,1,0,11.0,14,1,13354.17,2182.67,0
R01109,64,1,1,0,11.0,15,1,114818.89,13011.86,0
R01112,64,3,1,0,11.0,16,1,100945.02,9413.4,0
R01114,32,1,1,5,11.0,13,4,47105.92,6286.87,0
R01115,41,1,1,2,11.0,12,1,80568.53,6337.61,0
R01118,52,1,1,0,11.0,11,4,30325.96,6470.34,0
R01119,62,1,1,0,11.0,14,2,112378.98,4517.34,0
R01120,42,1,1,4,11.0,14,1,50399.22,2962.91,0
R01121,37,1,1,0,11.0,12,1,28972.01,1770.72,0
R01126,63,1,1,0,11.0,11,1,42526.4,1387.32,0
R01130,53,1,1,0,11.0,13,1,125117.31,4506.58,0
R01134,33,1,1,2,11.0,15,4,48765.68,1750.77,0
R01138,31,1,1,0,11.0,13,4,169228.7,5311.04,0
R01139,34,1,1,3,11.0,10,5,23721.16,4166.91,0
R01142,58,1,1,0,11.0,12,1,100215.63,4566.32,0
R01143,74,1,1,0,11.0,13,1,109546.15,12636.17,0
R01144,61,3,1,0,11.0,15,2,57034.63,2015.34,0
R01146,53,3,1,0,11.0,13,1,148767.48,12757.55,0
R01147,56,1,1,0,11.0,15,1,55125.12,7419.8,0
R01148,62,1,1,0,11.0,13,1,98376.2,4176.85,0
R01152,27,1,1,2,11.0,10,4,50130.02,1987.78,0
