id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual,class
R00605,41,5,2,1,12.0,13,4,81016.94,4584.24,3
R00616,18,5,2,0,12.0,13,6,4609.68,669.97,3
R00684,47,2,2,0,12.0,14,4,29504.72,7480.52,3
R00746,31,5,2,1,11.0,14,4,168431.86,9981.73,3
R00798,45,1,2,0,11.0,10,4,9632.74,1596.48,3
R00802,46,5,2,0,11.0,11,1,25417.91,2530.93,3
R00808,50,5,2,0,11.0,13,4,5186.21,6837.77,3
R00811,44,5,2,1,11.0,13,1,36590.49,5031.4,3
R00843,33,5,2,0,11.0,13,4,11829.18,2665.46,3
R00886,26,5,2,3,11.0,11,4,9944.84,3088.3,3
R00888,26,5,2,1,11.0,13,2,17170.7,5737.23,3
R00896,40,5,2,0,11.0,10,4,12379.32,5347.71,3
R00907,34,5,2,3,11.0,10,4,10146.36,7750.58,3
R00918,69,3,2,0,11.0,13,1,47442.17,5253.75,3
R00939,32,5,2,0,11.0,13,4,19471.04,2378.82,3
R00965,38,4,2,0,11.0,11,4,14306.78,6340.62,3
R00975,26,5,2,0,11.0,16,4,18645.03,15989.75,3
R00983,37,4,2,4,11.0,10,4,15900.79,7230.69,3
R00988,25,4,2,0,11.0,13,4,28289.02,8843.22,3
R01001,18,5,2,0,11.0,0,4,10135.44,2488.92,3
R01028,61,2,2,0,11.0,13,4,28520.74,5550.21,3
R01059,29,5,2,2,11.0,14,4,12774.36,1814.99,3
R01070,38,4,2,3,11.0,13,4,24882.44,24837.82,3
R01074,61,3,2,0,11.0,13,4,23477.27,5579.17,3
R01079,27,5,2,0,11.0,13,4,37645.75,12390.98,3
R01149,22,5,2,0,11.0,13,4,78317.88,14591.74,3
R01153,28,5,2,2,11.0,11,4,28793.85,2012.24,3
R01177,32,4,2,2,11.0,13,4,28946.99,6191.93,3
R01193,31,5,2,2,11.0,13,4,12955.8,7084.92,3
R01194,38,4,2,0,11.0,14,4,13220.98,4848.57,3
R01206,27,5,2,0,11.0,15,4,17051.54,2799.03,3
R01214,45,3,2,0,11.0,13,2,32357.39,4465.42,3
R01216,50,3,2,0,11.0,11,4,55117.79,5088.46,3
R01227,54,3,2,0,11.0,10,4,18687.01,4048.87,3
R01229,28,5,2,1,11.0,13,4,13436.79,2379.47,3
R01244,36,5,2,2,11.0,11,4,9762.87,1155.24,3
R01263,18,5,2,1,11.0,11,4,553.39,5041.1,3
R01266,20,5,2,0,11.0,13,6,2621.85,769.69,3
R01268,18,5,2,0,11.0,13,6,7491.33,709.1,3
R01293,50,3,2,0,11.0,15,4,39189.91,10689.32,3
R01302,31,5,2,1,11.0,16,2,54340.13,11292.86,3
R01312,27,5,2,0,11.0,13,4,15312.61,2796.23,3
R01317,18,5,2,0,11.0,13,1,3846.78,4314.89,3
R01319,18,5,2,0,11.0,13,4,7732.57,5239.32,3
R01332,35,5,2,0,11.0,16,4,23222.25,1361.15,3
R01347,50,5,2,0,11.0,13,4,50240.16,3175.18,3
R01349,41,5,2,2,11.0,13,4,112632.69,4096.24,3
R01355,27,5,2,2,11.0,13,4,6853.95,1582.33,3
R01362,23,5,2,0,11.0,15,4,13933.6,5051.32,3
R01386,32,5,2,1,11.0,13,4,28420.63,10361.33,3
R01400,38,1,2,4,11.0,13,4,85156.54,14337.33,3
R01410,28,5,2,1,11.0,10,4,71461.93,6761.18,3
R01414,55,1,2,0,11.0,16,4,71947.29,4507.52,3
R01447,67,5,2,0,11.0,16,2,64216.53,5019.3,3
R01456,24,5,2,2,10.0,13,2,39674.22,45889.11,3
R01479,39,5,2,2,10.0,13,4,72669.4,9689.78,3
R01494,53,5,2,0,10.0,13,2,56.49,1800.98,3
R01524,58,5,2,0,10.0,13,2,60755.71,4470.84,3
R01530,22,5,2,0,10.0,13,4,1549.14,1199.73,3
R01548,33,5,2,2,10.0,13,4,20846.34,6979.62,3
R01551,48,5,2,0,10.0,13,4,34062.48,4637.55,3
R01552,22,1,2,0,10.0,13,4,32890.76,4205.63,3
R01571,24,1,2,0,10.0,13,4,73085.0,7849.52,3
R01624,70,3,2,0,10.0,13,4,43322.85,2017.67,3
R01626,54,3,2,0,10.0,13,4,25495.27,2206.15,3
R01627,32,1,2,3,10.0,13,4,7268.23,2139.59,3
R01628,56,3,2,0,10.0,13,4,26574.98,3173.88,3
R01642,34,3,2,0,10.0,13,4,22134.18,1144.21,3
R01654,55,2,2,0,10.0,13,1,128379.0,15286.3,3
R01678,35,5,2,4,10.0,13,1,90152.37,15480.64,3
R01718,26,1,2,0,10.0,13,4,25876.49,4404.68,3
R01744,62,3,2,0,10.0,13,4,40835.03,4269.03,3
R01769,33,5,2,0,10.0,13,4,53391.37,3075.95,3
R01771,49,5,2,0,10.0,13,4,36039.27,1392.34,3
R01775,43,5,2,1,10.0,13,4,3780.78,1698.84,3
R01777,21,5,2,0,10.0,13,4,1332.06,1216.46,3
R01792,44,2,2,0,10.0,13,4,59427.61,3768.32,3
R01793,27,5,2,0,10.0,13,4,25391.38,1873.01,3
R01845,22,5,2,0,10.0,13,6,11256.45,7894.32,3
R01850,19,5,2,0,10.0,13,6,24054.54,2337.81,3
R01852,21,5,2,0,10.0,13,4,2092.5,3534.26,3
R01873,21,5,2,0,10.0,13,4,7610.18,3485.06,3
R01882,21,5,2,0,10.0,13,4,6458.21,3271.37,3
R01901,59,4,2,0,10.0,13,4,27580.29,9028.16,3
R01904,51,1,2,0,10.0,13,4,54708.92,6952.84,3
R01915,29,4,2,3,10.0,13,4,23106.77,6882.58,3
R01919,29,5,2,0,10.0,13,2,1781.91,2260.29,3
R01934,31,5,2,0,10.0,13,4,12330.3,2449.55,3
R01949,26,5,2,0,10.0,13,4,19443.04,2784.6,3
R01956,40,5,2,0,10.0,13,4,20136.59,4972.43,3
R01980,34,5,2,3,10.0,13,4,224279.82,5183.13,3
R01983,46,1,2,0,10.0,13,4,37542.58,1469.01,3
R01990,27,5,2,3,10.0,13,4,14576.21,1421.5,3
R01994,40,5,2,3,10.0,13,4,27451.12,2156.18,3
R02014,33,5,2,3,10.0,13,4,37161.77,4361.74,3
R02016,18,5,2,0,10.0,13,6,1067.93,1533.15,3
R02017,21,5,2,0,10.0,13,4,15203.0,1896.48,3
R02039,48,3,2,0,10.0,13,4,20347.25,2982.87,3
R02089,28,5,2,1,10.0,13,4,72625.96,16222.31,3
R02090,21,5,2,0,10.0,13,4,18800.63,4558.37,3
R02101,21,5,2,0,10.0,13,6,4285.78,2373.74,3
R02108,35,4,2,4,10.0,13,4,22391.18,2303.94,3
R02113,29,3,2,0,10.0,13,4,6698.02,7519.45,3
R02127,32,5,2,3,10.0,13,5,19294.16,5685.99,3
R02136,18,5,2,0,10.0,13,6,6361.2,585.8,3
R02138,29,5,2,0,10.0,13,4,25186.22,3868.65,3
R02153,23,5,2,1,10.0,13,4,45725.94,9690.41,3
R02155,21,5,2,0,10.0,13,6,7148.41,6725.02,3
R02156,47,4,2,0,10.0,13,4,16180.51,7594.75,3
R02184,30,1,2,0,10.0,13,4,48813.02,5041.05,3
R02188,41,5,2,2,10.0,13,4,20715.26,3126.51,3
R02215,18,5,2,1,10.0,13,1,27892.11,3281.25,3
R02218,22,5,2,1,10.0,13,5,8239.14,1831.53,3
R02220,20,5,2,0,10.0,13,4,29482.92,3014.28,3
R02240,21,5,2,0,10.0,13,4,7310.84,1001.02,3
R02245,78,3,2,0,10.0,13,1,23286.93,1524.69,3
R02252,54,3,2,0,10.0,13,1,28138.44,7681.4,3
R02287,21,5,2,0,10.0,13,4,46303.02,4655.56,3
R02302,65,3,2,0,10.0,13,4,24592.4,6413.8,3
R02310,19,5,2,0,10.0,13,4,3607.79,2410.0,3
R02314,25,5,2,0,10.0,13,4,60209.02,2060.07,3
R02315,33,5,2,0,10.0,13,4,30351.94,3817.43,3
R02324,31,5,2,1,10.0,13,4,35422.83,6890.26,3
R02333,25,4,2,4,10.0,13,4,22112.62,12844.82,3
R02349,30,5,2,0,10.0,13,1,72239.75,21479.25,3
R02350,68,3,2,0,10.0,13,1,101620.05,9948.08,3
R02450,39,4,2,2,10.0,13,4,18126.81,4487.22,3
R02474,38,5,2,0,10.0,13,4,45518.93,2647.69,3
R02484,53,1,2,0,10.0,13,4,21412.56,1962.76,3
R02523,43,5,2,0,10.0,13,4,5254.71,1091.49,3
R02545,39,5,2,0,10.0,13,4,46895.53,4951.33,3
R02553,31,5,2,0,10.0,13,4,104498.81,11749.62,3
R02558,50,3,2,0,10.0,13,4,48420.61,4244.08,3
R02575,67,3,2,0,10.0,13,4,37798.98,5342.94,3
R02576,48,5,2,0,10.0,13,1,51227.33,7473.1,3
R02581,33,5,2,0,10.0,13,4,18152.69,3713.37,3
R02591,18,5,2,0,10.0,13,6,9367.99,224.17,3
R02607,20,5,2,0,10.0,13,4,18159.3,4765.13,3
R02613,46,4,2,0,10.0,13,4,58204.14,15384.46,3
R02618,40,5,2,2,10.0,13,4,35354.98,11114.24,3
R02625,20,5,2,0,10.0,13,4,13545.67,3387.54,3
R02654,23,5,2,1,10.0,13,4,70295.99,11966.91,3
R02676,42,1,2,4,10.0,13,4,54922.54,7352.33,3
R02681,22,5,2,1,10.0,13,4,26933.65,27083.25,3
R02694,42,5,2,0,10.0,13,4,36093.07,6152.75,3
R02695,42,4,2,0,10.0,13,4,15799.45,9560.27,3
R02697,32,5,2,1,10.0,13,1,111982.36,7143.68,3
R02699,55,3,2,0,10.0,13,4,10903.3,1985.34,3
R02720,38,4,2,0,10.0,13,4,19032.68,3419.07,3
R02724,20,5,2,0,10.0,13,5,1516.85,849.99,3
R02731,21,5,2,0,10.0,13,6,4818.29,472.9,3
R02732,27,1,2,0,10.0,13,4,66421.43,4515.13,3
R02742,52,2,2,0,10.0,13,1,50083.96,5495.54,3
R02760,18,5,2,0,10.0,13,6,2002.91,126.49,3
R02766,28,5,2,3,10.0,13,1,61674.8,6397.28,3
R02769,23,5,2,0,10.0,13,4,879.81,314.92,3
R02780,31,5,2,2,10.0,13,4,13443.68,1844.84,3
R02788,33,5,2,0,10.0,13,4,51342.33,5444.27,3
R02804,22,5,2,0,10.0,13,4,12681.64,3511.85,3
R02827,21,5,2,0,10.0,13,2,77401.39,2437.92,3
R02834,32,5,2,0,10.0,13,4,134677.27,15389.39,3
R02863,28,5,2,4,10.0,13,4,21167.49,4044.07,3
R02868,18,5,2,0,10.0,13,6,2197.8,6397.69,3
R02878,31,1,2,3,10.0,13,4,2092.46,18886.94,3
R02882,27,4,2,0,10.0,13,4,36033.77,6285.9,3
R02894,56,3,2,0,10.0,13,1,16057.88,2961.4,3
R02896,23,5,2,0,10.0,13,4,60179.79,17119.18,3
R02897,29,5,2,2,10.0,13,4,16193.73,8223.52,3
R02902,19,5,2,0,10.0,13,4,14371.86,2552.73,3
R02918,40,3,2,0,10.0,13,4,27976.27,4708.25,3
R02947,21,5,2,0,10.0,13,6,483.11,1107.9,3
R02955,20,5,2,0,10.0,13,6,6054.82,1123.12,3
R02964,19,5,2,0,10.0,13,6,18550.96,3352.41,3
R02977,41,5,2,0,10.0,13,4,7813.9,4195.49,3
R03004,21,5,2,0,10.0,13,6,5264.77,561.37,3
R03027,65,3,2,0,10.0,13,4,26026.04,1644.87,3
R03035,42,3,2,0,10.0,13,4,30237.88,2699.66,3
R03050,23,5,2,0,10.0,13,4,6177.6,1293.85,3
R03051,63,5,2,0,10.0,13,2,129223.26,6684.36,3
R03061,36,1,2,0,10.0,13,4,85497.35,3541.09,3
R03071,20,5,2,0,10.0,13,4,15409.44,2067.88,3
R03082,20,5,2,0,10.0,13,6,2379.79,958.54,3
R03084,67,3,2,0,10.0,13,4,106332.9,9270.68,3
R03095,20,5,2,0,10.0,13,6,35177.73,940.56,3
R03103,31,5,2,4,10.0,13,4,29205.22,2864.78,3
R03110,23,5,2,0,10.0,13,4,30849.53,10996.11,3
R03129,34,4,2,6,10.0,13,4,47679.88,8591.74,3
R03145,29,5,2,0,10.0,13,4,14838.06,1398.35,3
R03158,21,5,2,0,10.0,13,4,19269.82,7058.22,3
R03167,28,1,2,0,10.0,13,4,42413.17,7244.51,3
R03174,51,3,2,0,10.0,13,1,70442.37,6177.01,3
R03195,29,5,2,1,10.0,13,4,9235.32,3121.59,3
R03208,19,5,2,0,10.0,13,4,8010.52,5418.89,3
R03246,25,5,2,0,10.0,13,4,56720.03,6981.0,3
R03251,34,5,2,3,10.0,13,5,25193.71,4263.29,3
R03265,19,5,2,0,10.0,13,4,52584.21,9886.49,3
R03267,28,5,2,0,10.0,13,4,13344.5,3590.76,3
R03276,64,3,2,0,10.0,13,1,15740.5,5144.49,3
R03305,24,5,2,0,10.0,13,4,13183.52,3831.89,3
R03312,52,3,2,0,10.0,13,4,34155.17,2400.12,3
R03316,21,5,2,0,10.0,13,6,15267.35,1619.78,3
R03330,62,1,2,0,10.0,13,4,94341.22,7015.23,3
R03337,22,5,2,1,10.0,13,4,20816.35,2346.1,3
R03356,35,4,2,5,10.0,13,4,44062.37,3067.3,3
R03372,45,4,2,0,9.0,11,4,18689.03,5777.82,3
R03374,62,5,2,3,9.0,10,4,34284.21,41205.13,3
R03376,20,5,2,0,9.0,11,4,51252.84,9050.7,3
R03382,57,3,2,0,9.0,14,4,30850.9,3990.45,3
R03383,63,5,2,0,9.0,13,4,28993.8,2395.35,3
R03385,34,5,2,0,9.0,15,4,110160.24,17109.82,3
R03388,68,5,2,0,9.0,10,2,20216.77,1971.88,3
R03397,39,5,2,3,9.0,13,4,90067.66,11467.27,3
R03401,48,1,2,0,9.0,10,4,16375.89,8256.14,3
R03402,51,5,2,0,9.0,13,2,24604.29,6367.99,3
R03411,24,5,2,0,9.0,13,4,40839.49,4900.73,3
R03412,61,3,2,0,9.0,13,4,18181.15,3155.87,3
R03413,62,1,2,0,9.0,10,4,57806.54,6214.02,3
R03415,70,3,2,0,9.0,13,1,31914.48,2779.0,3
R03418,20,5,2,0,9.0,13,4,5814.19,2423.56,3
R03423,44,1,2,0,9.0,10,4,1021.76,2352.34,3
R03424,58,3,2,0,9.0,14,4,39826.41,20903.87,3
R03429,23,5,2,0,9.0,15,4,37053.62,3289.48,3
R03434,52,5,2,0,9.0,15,4,21439.97,4431.99,3
R03438,30,5,2,0,9.0,13,4,49899.54,6094.64,3
R03439,27,5,2,0,9.0,16,4,12425.17,2317.52,3
R03440,62,1,2,0,9.0,16,4,24879.85,4580.68,3
R03444,47,5,2,0,9.0,13,4,8808.93,4116.52,3
R03446,54,4,2,0,9.0,10,4,17355.34,4115.79,3
R03449,44,4,2,3,9.0,13,4,3916.22,7637.07,3
R03450,42,4,2,1,9.0,13,4,22423.26,7694.12,3
R03454,63,3,2,0,9.0,13,2,27351.33,2019.32,3
R03457,48,5,2,0,9.0,16,1,55238.03,7093.39,3
R03458,34,5,2,3,9.0,13,4,16291.5,2265.27,3
R03460,21,5,2,0,9.0,15,4,5104.44,2672.37,3
R03461,21,5,2,0,9.0,13,4,106545.16,6784.29,3
R03462,22,5,2,0,9.0,15,4,85745.66,6299.92,3
R03465,40,5,2,1,9.0,13,4,40621.55,5786.79,3
R03466,43,5,2,1,9.0,13,4,60049.28,2123.74,3
R03469,42,5,2,1,9.0,11,4,68276.56,22707.35,3
R03471,57,3,2,0,9.0,11,4,11318.72,1740.69,3
R03472,49,1,2,0,9.0,10,4,27337.71,3800.4,3
R03473,42,3,2,0,9.0,10,4,15047.62,5431.4,3
R03474,19,5,2,0,9.0,13,4,3138.46,2330.86,3
R03477,32,5,2,2,9.0,10,4,13928.01,5104.95,3
R03481,18,5,2,0,9.0,13,6,5063.46,726.07,3
R03483,43,1,2,1,9.0,13,4,61290.53,8652.01,3
R03486,37,5,2,3,9.0,10,4,55433.63,7496.09,3
R03488,51,3,2,0,9.0,13,4,21945.75,4280.38,3
R03489,47,5,2,0,9.0,13,4,18327.49,4300.88,3
R03491,39,5,2,0,9.0,13,1,60546.53,13139.21,3
R03493,62,3,2,0,9.0,10,4,24706.86,6802.69,3
R03495,63,2,2,0,9.0,10,4,15416.97,4578.54,3
R03497,34,5,2,1,9.0,13,4,40134.28,9984.9,3
R03499,55,5,2,0,9.0,11,4,14719.86,3646.25,3
R03500,22,5,2,0,9.0,15,4,205.54,1596.52,3
R03505,49,3,2,0,9.0,11,4,36611.98,5001.61,3
R03506,69,2,2,0,9.0,13,2,31632.48,1405.75,3
R03508,52,1,2,0,9.0,11,4,80780.11,3403.65,3
R03509,33,4,2,5,9.0,13,4,1755.95,6653.27,3
R03533,57,3,2,0,8.0,15,4,12109.8,17352.33,3
R03539,59,5,2,0,8.0,13,1,40848.21,2775.09,3
R03600,41,5,2,0,8.0,13,4,43580.36,2093.31,3
R03611,70,3,2,0,8.0,11,4,32938.09,6314.51,3
R03618,24,5,2,1,8.0,15,4,26320.58,5130.27,3
R03620,31,1,2,1,8.0,13,4,110389.81,10883.9,3
R03623,22,5,2,0,8.0,15,4,34553.45,3941.58,3
R03638,45,3,2,0,8.0,13,2,83621.32,11682.19,3
R03652,28,1,2,0,8.0,14,4,104549.69,12650.76,3
R03655,40,5,2,0,8.0,13,4,22956.8,1948.49,3
R03658,65,3,2,0,7.0,14,4,28252.47,4979.07,3
R03660,23,5,2,0,7.0,15,4,19735.64,9474.79,3
R03673,34,5,2,2,7.0,13,4,15425.44,6776.93,3
R03701,23,5,2,0,7.0,13,5,1027.76,2356.6,3
R03709,45,5,2,1,7.0,13,4,30306.43,2265.17,3
R03712,63,5,2,0,7.0,15,4,57135.44,2783.18,3
R03721,50,2,2,0,7.0,13,4,12187.77,4160.39,3
R03722,26,3,2,0,7.0,13,4,23239.72,6127.68,3
R03736,62,3,2,2,7.0,13,4,84187.52,6959.86,3
R03743,35,5,2,0,7.0,14,4,110125.25,6550.69,3
R03744,31,3,2,0,7.0,15,4,46490.97,3586.28,3
R03747,65,3,2,0,7.0,13,2,32499.07,1093.81,3
R03757,28,1,2,0,7.0,13,4,80136.09,3835.44,3
R03762,66,5,2,0,7.0,14,2,38138.18,30461.07,3
R03767,22,5,2,0,7.0,14,4,9285.7,2988.87,3
R03769,38,1,2,7,7.0,13,4,120654.73,19505.36,3
R03770,26,5,2,1,7.0,13,4,28657.27,13374.83,3
R03782,47,3,2,0,7.0,14,4,24298.09,7861.63,3
R03785,59,5,2,0,7.0,14,1,2648.6,1928.96,3
R03799,57,1,2,0,7.0,13,4,79634.1,5875.37,3
R03820,38,5,2,1,7.0,13,4,46491.82,16465.01,3
R03825,25,4,2,0,7.0,15,4,24977.54,5748.77,3
R03845,50,3,2,0,7.0,14,4,43302.63,6718.09,3
R03847,47,4,2,0,7.0,14,4,52082.78,10494.62,3
R03854,53,5,2,0,7.0,15,2,395289.49,11361.53,3
R03859,28,1,2,3,7.0,13,4,63950.28,3642.77,3
R03866,22,5,2,1,7.0,14,4,31707.56,2196.92,3
R03873,53,1,2,0,7.0,13,4,33414.7,3030.15,3
R03879,48,5,2,0,7.0,15,4,80067.98,11384.71,3
R03883,39,5,2,1,7.0,14,4,41730.11,2144.29,3
R03896,76,2,2,0,7.0,13,5,27294.23,1437.98,3
R03897,44,5,2,0,7.0,16,4,81339.22,37876.97,3
R03908,19,5,2,0,7.0,13,4,40482.94,8037.59,3
R03914,24,5,2,0,7.0,13,1,83318.33,15873.31,3
R03916,57,5,2,0,7.0,14,4,45745.32,6606.92,3
R03918,38,1,2,3,7.0,13,4,92297.27,22622.24,3
R03921,22,5,2,0,7.0,16,4,7281.12,4237.89,3
R03924,37,5,2,4,7.0,11,4,19272.23,3540.16,3
R03945,54,5,2,0,7.0,13,4,105117.38,8946.05,3
R03957,23,5,2,0,7.0,15,4,95558.37,2264.53,3
R03958,55,4,2,0,7.0,10,4,52923.3,2684.5,3
R03959,42,3,2,2,7.0,13,4,50211.33,3712.47,3
R03960,21,5,2,0,7.0,14,4,775.03,1185.4,3
R03963,23,5,2,0,7.0,15,4,5343.33,2090.62,3
R03969,26,5,2,0,7.0,15,2,82057.86,6441.56,3
R03973,33,5,2,0,7.0,15,4,188790.43,18327.67,3
R03977,29,1,2,0,7.0,16,4,59177.17,7045.64,3
R03978,28,5,2,1,7.0,14,2,57379.21,6564.36,3
R03986,20,5,2,0,7.0,13,4,7525.23,3057.15,3
R03987,33,1,2,3,7.0,13,4,68872.45,17382.98,3
R03991,54,5,2,0,7.0,14,2,163085.4,22975.22,3
R03992,30,5,2,1,7.0,15,4,28196.45,13246.65,3
R04001,46,3,2,0,7.0,13,4,50316.64,7998.9,3
R04006,25,5,2,0,7.0,15,4,28427.4,2657.94,3
R04007,26,5,2,0,7.0,15,4,41136.78,5110.67,3
R04008,46,1,2,0,7.0,13,4,55623.28,10631.46,3
R04011,21,5,2,0,7.0,14,4,3812.11,1996.52,3
R04026,35,5,2,3,7.0,13,4,21942.04,1859.8,3
R04035,27,5,2,0,7.0,16,4,24326.35,1729.1,3
R04042,21,5,2,0,7.0,13,4,27131.96,6627.39,3
R04047,26,5,2,0,7.0,13,4,45824.85,8873.32,3
R04051,44,5,2,0,7.0,13,4,8318.28,1113.97,3
R04083,26,3,2,3,7.0,13,4,93205.63,8382.92,3
R04092,29,1,2,0,7.0,13,4,60038.92,2783.21,3
R04102,50,3,2,0,7.0,14,4,72301.61,4306.35,3
R04109,56,3,2,0,7.0,14,4,21130.36,1832.81,3
R04112,59,5,2,0,7.0,13,4,29158.69,4053.45,3
R04113,24,5,2,0,7.0,16,4,11289.28,3950.79,3
R04115,22,1,2,0,7.0,13,4,31294.83,11381.44,3
R04118,33,3,2,0,7.0,14,4,92119.03,6083.83,3
R04123,22,5,2,0,7.0,15,4,79743.23,9017.9,3
R04141,25,5,2,0,7.0,14,4,70374.76,9543.97,3
R04145,29,5,2,2,7.0,13,4,106003.71,8131.67,3
R04155,58,5,2,0,7.0,13,1,80148.97,3937.81,3
R04157,52,1,2,0,7.0,13,5,187129.09,19130.0,3
R04161,36,1,2,0,7.0,10,4,30491.78,12589.04,3
R04165,31,5,2,3,7.0,11,4,15399.92,2582.9,3
R04167,40,1,2,0,7.0,11,4,92764.01,9048.94,3
R04177,33,5,2,3,6.0,13,4,42123.35,7193.02,3
R04178,27,5,2,0,6.0,15,4,62894.51,14012.57,3
R04179,55,5,2,0,6.0,15,4,60472.87,10319.94,3
R04180,27,5,2,1,6.0,14,4,23716.56,3238.11,3
R04181,43,5,2,0,6.0,14,1,60483.29,6643.51,3
R04195,51,3,2,0,6.0,15,4,55425.67,4159.6,3
R04212,75,2,2,0,6.0,13,1,26170.26,5779.39,3
R04236,61,5,2,0,6.0,16,1,72865.32,6776.39,3
R04242,18,5,2,0,6.0,13,6,2860.73,325.65,3
R04245,51,5,2,0,6.0,13,4,91420.4,4181.06,3
R04250,48,3,2,0,6.0,13,4,37652.48,3492.91,3
R04263,59,4,2,0,6.0,10,4,37307.42,10615.8,3
R04275,80,2,2,0,6.0,13,2,63195.97,19464.53,3
R04276,24,5,2,1,6.0,13,4,31475.87,10721.18,3
R04278,32,1,2,4,6.0,13,4,25904.33,6150.41,3
R04282,65,3,2,0,6.0,10,4,18272.1,2716.71,3
R04283,53,5,2,0,6.0,15,4,62908.78,7817.61,3
R04285,31,3,2,2,6.0,13,4,32270.98,5473.76,3
R04288,37,5,2,2,6.0,13,4,23069.19,3682.12,3
R04291,28,5,2,0,6.0,15,4,50319.11,4173.86,3
R04292,54,3,2,0,6.0,13,1,20067.63,10002.01,3
R04300,52,3,2,0,6.0,13,2,83568.11,7653.92,3
R04303,40,3,2,0,6.0,13,1,39961.32,4300.45,3
R04308,62,5,2,0,6.0,13,4,22652.92,2181.76,3
R04320,62,5,2,0,6.0,15,4,16997.8,2311.04,3
R04327,27,5,2,0,6.0,15,4,52033.38,13419.52,3
R04332,26,5,2,0,6.0,16,2,24444.62,10747.48,3
R04338,18,5,2,0,6.0,13,6,3546.91,10884.08,3
R04357,53,5,2,0,6.0,13,1,165474.79,8558.62,3
R04360,37,5,2,1,6.0,13,4,37342.43,5052.54,3
R04362,66,2,2,0,6.0,13,2,39371.9,4544.26,3
R04370,42,5,2,0,6.0,15,4,80238.99,6357.19,3
R04376,32,5,2,0,6.0,13,4,43844.02,2688.83,3
R04377,56,5,2,0,6.0,13,4,34179.93,2056.82,3
R04383,27,5,2,2,6.0,13,4,17077.92,2009.1,3
R04384,26,5,2,0,6.0,15,4,39687.72,4641.5,3
R04392,22,5,2,0,6.0,14,4,67574.19,1639.72,3
R04396,33,1,2,0,6.0,16,4,102465.88,5555.34,3
R04402,27,5,2,1,6.0,13,4,8735.84,2668.78,3
R04413,47,1,2,0,6.0,13,4,72303.81,23316.93,3
R04415,29,1,2,1,6.0,13,4,16114.4,24121.4,3
R04420,29,5,2,0,6.0,13,4,20170.16,3311.25,3
R04421,52,3,2,2,6.0,13,4,60549.55,21871.09,3
R04435,35,5,2,1,6.0,13,1,50103.5,5529.58,3
R04443,33,5,2,3,6.0,13,4,37695.97,5806.05,3
R04451,24,5,2,2,6.0,13,4,2495.49,1219.75,3
R04468,41,5,2,0,6.0,13,5,1800.3,11827.43,3
R04470,42,5,2,0,6.0,15,4,104396.31,6649.23,3
R04476,28,5,2,1,6.0,13,4,38000.48,8036.93,3
R04483,29,5,2,0,6.0,13,4,140052.79,5805.89,3
R04502,45,3,2,0,6.0,14,4,48720.19,7074.6,3
R04518,39,5,2,0,6.0,13,4,32415.06,5485.27,3
R04521,80,2,2,0,6.0,13,2,48957.88,5228.16,3
