id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual,class
R00427,34,1,1,1,12.0,10,2,101006.74,8393.7,5
R00436,49,1,1,1,12.0,11,4,22256.91,2616.5,5
R00439,23,1,1,1,12.0,10,4,27984.55,1983.66,5
R00442,64,1,1,1,12.0,10,2,6857.69,2573.46,5
R00448,30,1,1,1,12.0,12,1,61848.91,11496.99,5
R00451,28,1,1,1,12.0,11,2,37527.75,3242.22,5
R00485,39,1,1,2,12.0,16,1,63274.34,3875.43,5
R00490,50,1,1,1,12.0,11,2,120331.97,9809.88,5
R00508,50,1,1,1,12.0,13,4,56452.2,6582.83,5
R00536,45,1,1,1,12.0,11,2,54280.06,6634.24,5
R00551,34,1,1,1,12.0,13,1,226030.12,5286.2,5
R00574,30,1,1,1,12.0,16,4,101460.39,11422.66,5
R00589,56,1,1,1,12.0,16,1,168242.6,40730.43,5
R00590,40,1,1,1,12.0,12,1,97555.54,7594.21,5
R00602,52,1,1,1,12.0,13,1,111480.9,7135.29,5
R00611,47,1,1,1,12.0,13,1,79565.4,8544.2,5
R00623,40,1,1,1,12.0,13,1,86297.49,7814.39,5
R00644,51,1,1,1,12.0,13,1,75407.61,11902.28,5
R00670,47,1,1,1,12.0,12,1,134489.03,7980.47,5
R00681,33,1,1,1,12.0,12,1,95200.27,10875.3,5
R00683,41,1,1,1,12.0,10,4,29573.94,11797.74,5
R00687,41,1,1,1,12.0,13,4,260254.5,20898.42,5
R00696,40,1,1,1,12.0,13,4,41266.71,25808.16,5
R00701,36,1,1,2,12.0,16,1,91446.68,16184.25,5
R00707,37,1,1,1,12.0,12,1,117438.03,50898.12,5
R00713,39,1,1,1,12.0,11,1,63638.72,8445.8,5
R00716,51,1,1,1,12.0,10,4,60226.58,7416.56,5
R00719,26,1,1,1,12.0,10,1,57827.97,7785.87,5
R00721,50,1,2,1,12.0,16,1,299527.35,39290.51,5
R00743,31,1,1,1,11.0,12,1,50338.55,7011.85,5
R00747,23,1,1,1,11.0,12,2,28685.24,6286.93,5
R00757,46,1,2,1,11.0,16,1,259761.21,25746.81,5
R00766,55,1,1,1,11.0,12,1,115505.26,8335.07,5
R00767,47,1,1,1,11.0,13,1,60126.83,7609.65,5
R00803,47,1,1,1,11.0,12,1,101306.33,6959.68,5
R00840,28,1,1,1,11.0,12,2,63042.04,6809.75,5
R00864,68,1,1,1,11.0,13,2,33546.61,3409.78,5
R00899,38,1,1,1,11.0,12,1,49152.87,5812.47,5
R00902,45,1,1,1,11.0,11,2,68940.79,11934.32,5
R00913,48,1,1,1,11.0,13,4,44428.76,9315.27,5
R00933,57,1,1,1,11.0,11,1,21268.47,1602.58,5
R00934,41,1,1,1,11.0,12,1,111362.35,14530.6,5
R00952,43,1,1,1,11.0,11,1,34447.64,3165.49,5
R00959,58,1,1,1,11.0,12,1,64767.69,10349.55,5
R00968,37,1,1,1,11.0,10,4,28041.79,8943.87,5
R01040,34,1,1,1,11.0,12,2,72681.85,3181.25,5
R01043,50,1,1,1,11.0,11,1,33288.51,2200.07,5
R01078,35,1,1,1,11.0,12,1,100253.04,20444.44,5
R01123,26,1,1,1,11.0,13,1,53142.51,13179.93,5
R01124,53,1,1,1,11.0,10,4,58962.11,1611.71,5
R01125,39,1,1,1,11.0,12,2,72111.74,3844.29,5
R01167,49,1,1,1,11.0,12,1,194995.09,8893.19,5
R01213,46,1,1,1,11.0,13,4,33034.95,4250.52,5
R01215,47,1,1,1,11.0,13,1,71138.85,15982.48,5
R01217,54,1,1,1,11.0,13,4,32022.75,10850.65,5
R01249,40,1,1,1,11.0,11,1,52384.31,3155.6,5
R01276,24,1,1,1,11.0,13,4,38137.62,9076.74,5
R01289,45,1,1,1,11.0,11,4,85540.84,19166.23,5
R01294,34,1,1,3,11.0,16,1,113560.83,13803.97,5
R01297,29,1,1,1,11.0,13,1,61931.2,13060.74,5
R01306,54,1,1,1,11.0,11,1,82423.9,10768.15,5
R01341,31,1,1,1,11.0,12,1,59490.83,3927.26,5
R01356,60,1,1,1,11.0,13,1,128208.71,3736.9,5
R01366,45,1,1,1,11.0,12,2,118217.12,3976.56,5
R01369,40,1,1,1,11.0,12,1,97053.76,9057.76,5
R01383,34,1,1,1,11.0,13,1,30020.86,15133.02,5
R01425,52,1,1,2,11.0,16,1,77872.58,14344.08,5
R01492,46,1,1,1,10.0,13,1,103394.96,15983.32,5
R01500,47,1,1,1,10.0,13,1,35233.39,14991.24,5
R01575,66,1,1,2,10.0,16,2,50845.66,3779.86,5
R01652,37,1,1,1,10.0,13,1,84172.0,7902.11,5
R01692,50,1,1,1,10.0,12,1,20768.7,42783.02,5
R01742,52,1,1,1,10.0,13,1,43320.68,8269.01,5
R01749,48,1,1,1,10.0,10,1,28255.42,3688.05,5
R01750,42,1,1,1,10.0,13,1,93336.81,18252.55,5
R01781,28,1,1,1,10.0,12,1,69168.3,4220.18,5
R01788,46,1,1,1,10.0,12,1,36275.33,5260.96,5
R01916,52,1,1,1,10.0,13,1,48971.82,6719.99,5
R01941,40,1,1,1,10.0,16,4,233586.9,17559.58,5
R02050,40,1,1,1,10.0,12,1,113828.55,11371.83,5
R02078,45,1,1,1,10.0,11,1,37034.96,8207.09,5
R02086,53,1,1,1,10.0,13,1,239086.28,30452.39,5
R02091,32,1,1,2,10.0,16,1,54984.46,9351.0,5
R02097,43,1,1,2,10.0,16,1,127793.13,16739.55,5
R02134,59,1,1,1,10.0,0,2,26287.27,5859.01,5
R02149,54,1,1,2,10.0,16,2,304251.6,22467.57,5
R02204,61,1,1,1,10.0,13,2,27639.27,3907.66,5
R02258,29,1,1,1,10.0,11,2,41058.32,3142.01,5
R02322,42,1,1,1,10.0,16,2,104676.6,13534.33,5
R02336,59,1,1,1,10.0,13,1,90060.27,17165.78,5
R02340,36,1,2,1,10.0,16,1,104546.5,18533.41,5
R02348,47,1,1,2,10.0,16,1,507095.5,77553.18,5
R02535,65,1,1,1,10.0,12,1,117897.42,12308.18,5
R02565,35,1,1,2,10.0,16,1,161523.14,9797.42,5
R02608,35,1,1,3,10.0,16,1,81353.98,22461.43,5
R02631,49,1,1,1,10.0,12,1,77553.3,16342.04,5
R02758,52,1,1,1,10.0,13,1,69215.38,4207.86,5
R02775,58,1,1,1,10.0,12,1,99495.47,5595.92,5
R02853,38,1,1,1,10.0,11,1,42486.23,8427.46,5
R02981,29,1,1,1,10.0,12,1,80199.35,9486.13,5
R03070,29,1,1,1,10.0,11,1,81952.07,4654.36,5
R03114,47,1,1,1,10.0,12,1,119552.16,17066.9,5
R03151,39,1,1,3,10.0,16,1,314440.58,29277.81,5
R03155,42,1,1,2,10.0,16,1,265116.39,77669.27,5
R03173,55,1,1,1,10.0,12,1,222970.81,56136.04,5
R03498,40,1,2,1,9.0,16,4,34515.62,12866.72,5
R03519,51,1,1,1,8.0,12,1,89459.39,10148.9,5
R03536,54,1,1,1,8.0,13,1,97105.88,11041.03,5
R03542,35,1,1,1,8.0,13,1,84179.83,14548.53,5
R03546,27,1,1,1,8.0,13,1,93856.33,7218.49,5
R03555,32,1,1,1,8.0,13,1,162144.57,6096.15,5
R03558,61,1,1,1,8.0,13,2,72179.48,10845.28,5
R03559,48,1,1,1,8.0,12,1,217773.55,23626.98,5
R03594,40,1,1,1,8.0,12,1,130429.42,11336.97,5
R03596,23,1,1,1,8.0,13,4,58022.47,3424.85,5
R03604,38,1,1,2,8.0,16,1,115416.08,9273.48,5
R03616,46,1,2,1,8.0,16,1,178143.09,11926.08,5
R03625,55,1,1,1,8.0,16,1,160328.94,7234.05,5
R03641,24,1,1,1,8.0,13,4,11230.08,633.96,5
R03642,68,1,1,1,8.0,13,2,60855.08,3047.13,5
R03649,52,1,1,1,8.0,12,1,79192.79,9350.81,5
R03691,35,1,1,1,7.0,12,1,87492.86,8823.95,5
R03704,39,1,1,1,7.0,13,1,92434.15,5415.5,5
R03792,32,1,1,1,7.0,16,1,15978.48,5773.16,5
R03805,47,1,1,1,7.0,12,1,111034.06,4994.15,5
R03809,34,1,1,1,7.0,12,1,264676.14,7557.45,5
R03815,33,1,1,1,7.0,16,1,78806.08,6587.79,5
R03818,44,1,2,1,7.0,16,1,61604.32,15929.74,5
R03831,55,1,1,1,7.0,11,2,68736.31,14446.44,5
R03882,30,1,1,1,7.0,13,1,122316.71,14050.09,5
R03895,48,1,1,1,7.0,13,1,126717.04,5406.07,5
R03904,26,1,1,1,7.0,13,2,60208.35,2290.0,5
R03915,29,1,1,1,7.0,13,1,107650.32,10808.54,5
R03949,70,1,1,1,7.0,12,1,75168.57,9787.06,5
R03983,41,1,1,1,7.0,13,1,94687.96,11395.25,5
R04014,29,1,1,1,7.0,12,2,153303.99,7647.94,5
R04060,47,1,1,1,7.0,12,1,70134.89,20398.05,5
R04068,55,1,1,1,7.0,11,1,152437.87,34657.8,5
R04100,49,1,1,1,7.0,10,4,50832.53,3981.35,5
R04114,31,1,1,1,7.0,16,4,134138.13,20001.12,5
R04133,60,1,1,1,7.0,12,1,56864.38,11668.94,5
R04183,27,1,1,1,6.0,13,4,47015.06,7307.5,5
R04187,47,1,1,1,6.0,16,1,289695.47,14143.28,5
R04205,37,1,1,1,6.0,12,1,216453.76,7304.22,5
R04214,51,1,1,1,6.0,13,1,258448.44,45169.65,5
R04234,55,1,1,1,6.0,13,2,108135.28,12180.65,5
R04264,61,1,1,1,6.0,13,2,122049.94,16853.39,5
R04266,30,1,1,1,6.0,13,1,84582.89,11088.88,5
R04322,39,1,1,1,6.0,13,1,223383.47,16790.14,5
R04361,47,1,1,1,6.0,16,1,220317.61,16809.75,5
R04364,46,1,1,2,6.0,16,1,190415.88,40724.68,5
R04369,34,1,1,1,6.0,16,1,125098.25,4849.1,5
R04388,37,1,1,1,6.0,16,1,96009.96,15551.64,5
R04462,31,1,1,1,6.0,13,4,39153.26,3018.44,5
R04481,35,1,1,1,6.0,12,2,17202.49,1350.1,5
R04526,41,1,1,2,6.0,16,1,127911.08,4175.12,5
R04531,37,1,1,1,6.0,13,5,60396.7,1318.0,5
R04598,45,1,1,3,6.0,16,1,124338.86,6098.56,5
R04603,40,1,1,1,6.0,13,1,30161.18,2040.34,5
R04665,63,1,2,1,5.0,16,1,88746.54,13457.75,5
R04705,50,2,2,1,5.0,16,1,245530.88,19505.74,5
R04712,48,1,1,1,5.0,13,2,43805.75,11831.08,5
R04720,48,1,1,1,5.0,13,2,53231.17,5690.93,5
R04799,53,1,1,1,5.0,12,1,112130.48,7741.36,5
R04858,45,1,1,1,5.0,13,1,101601.89,9703.78,5
R04860,50,1,1,1,5.0,11,2,85074.91,2943.24,5
R04922,31,1,1,1,5.0,16,1,94467.28,31688.67,5
R04934,41,1,1,5,5.0,16,4,180372.53,28695.69,5
R04956,38,1,1,1,5.0,13,1,66522.21,9543.45,5
R04962,46,1,1,1,5.0,10,1,39520.23,2280.77,5
R05016,55,1,1,1,5.0,11,1,66187.15,13285.96,5
R05107,32,1,1,1,5.0,16,4,63628.12,4171.36,5
R05115,34,1,1,1,5.0,13,4,32279.58,8146.58,5
R05221,43,5,1,1,5.0,16,1,219989.06,6103.31,5
R05233,68,1,1,2,5.0,16,4,70868.79,18182.19,5
R05236,28,1,1,1,5.0,13,1,44941.92,21102.59,5
R05286,34,1,1,1,5.0,13,4,35005.02,3835.46,5
R05307,43,5,1,1,4.0,16,1,58098.02,12529.28,5
R05315,39,1,1,5,4.0,16,4,60032.26,11478.29,5
R05334,34,1,1,1,4.0,13,4,63585.4,6860.25,5
R05341,33,1,1,1,4.0,12,1,53213.93,3171.76,5
R05373,29,1,1,2,4.0,16,1,219472.3,21385.75,5
R05529,69,1,1,4,4.0,16,1,119508.01,9642.4,5
R05623,42,1,1,1,4.0,12,1,71151.99,19061.47,5
R05669,46,1,1,1,4.0,13,1,80839.15,3712.92,5
R05730,58,1,2,1,4.0,16,1,230381.1,24045.75,5
R05751,49,1,2,1,4.0,16,1,104481.83,12374.38,5
R05753,42,1,2,1,4.0,16,1,110396.04,9606.27,5
R05775,32,1,2,1,4.0,16,1,120052.11,4658.95,5
R05852,40,1,2,1,4.0,16,4,131592.67,5192.75,5
R05914,52,1,2,1,4.0,16,1,70703.46,14688.16,5
R05955,33,1,1,1,4.0,16,1,74073.74,3650.94,5
R05976,52,1,1,1,3.0,16,2,228012.87,24164.84,5
R05982,44,1,1,2,3.0,16,2,182163.26,27580.04,5
R06000,28,1,2,1,3.0,14,1,112649.97,15445.03,5
R06003,56,1,1,1,3.0,16,1,218113.93,33243.45,5
R06006,36,1,2,1,3.0,16,4,145252.87,16682.37,5
R06009,47,1,1,1,3.0,16,1,219962.76,27102.66,5
R06014,34,1,2,1,3.0,14,2,131299.33,13240.46,5
R06023,31,1,1,5,3.0,16,4,131062.23,16549.99,5
R06025,42,3,2,3,3.0,16,1,325424.5,22822.61,5
R06027,48,1,1,2,3.0,16,1,185072.2,33235.64,5
R06028,56,1,2,1,3.0,16,1,576119.98,40556.12,5
R06044,46,1,1,2,3.0,16,1,43598.03,13698.91,5
R06047,49,1,1,1,3.0,13,1,86336.23,13023.3,5
R06048,59,1,2,1,3.0,16,1,375021.37,35422.55,5
R06056,36,1,2,1,3.0,16,4,171314.81,15428.16,5
R06059,36,1,1,2,3.0,16,1,81516.09,14274.75,5
R06064,42,1,1,2,3.0,16,4,76861.52,10345.7,5
R06070,53,1,1,2,3.0,16,1,109457.36,41365.33,5
R06071,48,1,1,1,3.0,14,1,88422.28,6945.15,5
R06091,43,1,2,1,3.0,16,4,370264.43,29070.93,5
R06097,52,1,1,2,3.0,16,2,473878.27,114874.04,5
R06106,34,1,1,3,3.0,16,4,61378.17,9435.36,5
R06118,55,1,2,1,3.0,16,1,327479.95,14100.92,5
R06130,35,1,2,1,3.0,16,4,172531.98,27798.98,5
R06140,42,1,1,2,3.0,16,4,219679.25,4825.57,5
R06143,47,1,2,1,3.0,14,1,129896.33,6179.02,5
R06148,36,1,1,2,3.0,16,1,127926.99,6262.07,5
R06157,42,1,1,3,3.0,16,2,219552.85,9966.06,5
R06158,47,1,2,1,3.0,12,1,68336.96,3561.29,5
R06159,51,1,1,1,3.0,12,4,77340.45,4537.44,5
R06167,47,1,2,1,3.0,16,2,174439.69,5449.81,5
R06168,47,1,1,1,3.0,16,1,270393.24,9811.8,5
R06172,31,1,1,1,3.0,16,1,125495.46,4977.4,5
R06173,52,3,1,1,3.0,16,1,100509.5,12825.93,5
R06178,46,1,2,1,3.0,13,1,201004.92,36927.19,5
R06180,45,1,1,2,3.0,16,1,80037.56,6665.45,5
R06193,41,1,1,2,3.0,16,1,302208.42,13775.92,5
R06197,55,1,1,1,3.0,16,4,175921.49,19802.81,5
R06211,51,1,1,3,3.0,16,1,76366.05,13041.9,5
R06217,43,1,2,1,3.0,16,1,130018.71,17463.38,5
R06239,40,1,2,1,3.0,16,1,219816.38,17510.71,5
R06242,37,1,1,1,3.0,16,1,258600.14,14858.2,5
R06251,39,1,1,3,3.0,16,4,90452.54,25524.38,5
R06282,55,1,1,1,3.0,16,1,64851.02,7525.23,5
R06289,48,1,1,3,3.0,16,2,220207.36,12896.43,5
R06298,44,1,1,1,3.0,16,1,204435.63,16141.08,5
R06303,36,1,1,2,3.0,16,1,170107.48,16369.4,5
R06308,51,1,1,3,3.0,16,1,219610.57,60590.28,5
R06311,40,1,1,2,3.0,16,4,457123.82,22054.14,5
R06318,49,4,1,1,3.0,16,1,83387.53,10172.53,5
R06326,39,1,1,1,3.0,13,1,129517.32,11959.55,5
R06336,38,1,1,2,3.0,16,4,27096.8,2461.41,5
R06348,45,1,1,2,3.0,16,1,246598.76,4772.53,5
R06352,34,1,1,1,3.0,14,1,98667.79,9689.04,5
R06355,54,1,2,3,3.0,16,1,113597.84,10189.27,5
R06361,39,1,2,3,3.0,16,1,241400.5,10438.86,5
R06364,38,1,1,2,3.0,16,1,93447.61,2785.45,5
R06381,43,1,1,1,3.0,13,1,173951.16,6148.32,5
R06393,57,1,2,1,3.0,14,1,53104.62,3229.26,5
R06415,29,1,1,1,3.0,16,4,85327.87,5585.54,5
R06417,45,1,1,1,3.0,16,1,223117.35,5966.81,5
R06418,48,1,1,1,3.0,16,1,331110.2,39831.69,5
R06419,45,1,1,4,3.0,16,1,382955.26,60550.44,5
R06434,50,1,1,7,3.0,16,1,159642.13,32253.21,5
R06438,28,1,2,1,3.0,16,1,73604.55,13328.79,5
R06448,36,1,1,1,3.0,16,1,329497.32,37651.13,5
R06451,33,1,2,1,3.0,16,4,229098.31,42691.43,5
R06457,51,1,1,1,3.0,16,1,289921.12,43581.24,5
R06462,42,1,1,5,3.0,16,1,253841.86,27903.61,5
R06463,52,1,2,1,3.0,16,1,68024.33,13751.68,5
R06465,38,1,2,1,3.0,16,1,87179.6,15766.82,5
R06468,35,1,2,1,3.0,16,2,331040.6,28420.42,5
R06488,32,1,1,1,3.0,16,1,128254.56,20781.77,5
R06489,40,1,1,2,3.0,16,1,244418.83,38632.05,5
R06494,63,1,1,1,3.0,14,1,186675.04,31369.34,5
R06517,56,1,1,1,3.0,13,1,156544.38,15314.58,5
R06527,43,1,1,2,3.0,16,4,73030.12,8826.26,5
R06542,43,1,1,3,3.0,16,1,169977.29,20858.17,5
R06559,53,1,1,1,3.0,12,1,75118.19,9757.5,5
R06589,40,1,1,2,3.0,16,2,219744.93,21551.0,5
R06592,27,1,1,1,3.0,16,1,110394.79,4862.72,5
R06595,34,1,1,2,3.0,16,4,62468.39,3141.36,5
R06598,31,1,2,1,3.0,16,1,308781.18,7759.63,5
R06609,36,1,1,9,3.0,16,1,97967.58,15792.37,5
R06610,48,1,2,1,3.0,16,1,213811.99,5977.08,5
R06626,76,1,1,2,3.0,16,2,60003.5,2944.94,5
R06644,51,4,1,1,3.0,16,1,80394.97,5803.82,5
R06650,40,1,2,1,3.0,16,1,175183.23,5809.73,5
R06651,30,1,1,1,3.0,16,1,233496.87,5829.49,5
R06652,32,1,2,1,3.0,14,1,85460.06,5334.49,5
R06653,37,1,1,1,3.0,16,2,507183.69,16427.68,5
R06656,39,1,2,3,3.0,16,1,322941.57,11151.47,5
R06658,33,1,1,1,3.0,16,4,119324.71,5079.72,5
R06663,47,3,2,1,3.0,16,1,103420.82,6788.46,5
R06675,44,1,1,1,3.0,16,1,156190.96,29021.26,5
R06687,49,1,1,1,3.0,16,4,265785.24,37622.88,5
R06704,55,1,1,1,3.0,16,1,279487.84,56223.34,5
R06705,54,3,1,1,3.0,16,1,164796.68,23598.65,5
R06708,35,1,1,3,3.0,16,1,93418.96,12942.58,5
R06717,46,1,2,3,3.0,16,1,295733.42,26714.72,5
R06722,28,1,2,1,3.0,14,1,68092.07,12956.96,5
R06728,36,1,1,5,3.0,16,4,219585.05,36944.13,5
R06769,44,3,2,1,3.0,16,1,219484.97,13408.48,5
R06770,46,1,1,2,3.0,16,1,210178.26,18480.38,5
R06799,42,1,1,2,3.0,16,1,218983.45,16269.87,5
R06803,39,1,1,1,3.0,16,2,83622.08,10725.6,5
R06813,46,1,2,1,3.0,16,1,369604.55,31669.38,5
R06816,41,1,2,3,3.0,16,1,239131.97,23288.96,5
R06823,45,1,2,3,3.0,16,2,300003.05,11579.37,5
R06838,30,1,2,1,3.0,16,1,6069.48,2483.54,5
R06843,59,1,1,2,3.0,16,1,118004.41,5975.6,5
R06855,44,1,1,1,3.0,16,1,139235.38,8944.67,5
R06865,46,1,1,1,3.0,16,1,195067.76,10403.58,5
R06871,50,1,1,2,3.0,16,4,219788.38,25860.99,5
R06875,61,1,1,1,3.0,13,2,71020.58,4030.81,5
R06891,38,1,2,1,3.0,12,1,25166.14,12558.92,5
R06901,40,1,1,1,3.0,14,1,85655.5,5479.51,5
R06903,44,1,1,1,3.0,16,1,227385.24,23982.21,5
R06906,40,1,1,2,3.0,16,1,156110.43,11281.3,5
R06907,36,1,1,4,3.0,16,1,321372.28,24916.5,5
R06913,34,1,1,2,3.0,16,1,82581.83,4478.08,5
R06970,49,1,2,1,3.0,16,1,140594.33,23510.65,5
R06971,37,1,1,3,3.0,16,1,90315.75,14063.46,5
R06976,45,1,2,1,3.0,11,1,76666.16,12966.72,5
R06982,45,1,1,2,3.0,16,1,330292.56,84725.38,5
R06990,49,1,1,2,3.0,16,1,372084.76,9167.13,5
R06997,22,1,2,1,3.0,13,1,55307.82,7129.86,5
R07010,46,3,2,1,3.0,16,1,91447.94,18690.0,5
R07024,48,1,1,1,3.0,16,1,244295.52,22024.88,5
R07025,46,1,1,1,3.0,14,4,120579.95,22386.08,5
R07047,46,1,1,3,3.0,16,1,111215.04,26294.66,5
R07069,43,3,1,1,3.0,16,1,145083.65,12587.49,5
R07070,50,1,2,5,3.0,16,1,285817.64,39801.91,5
R07079,33,1,1,1,3.0,16,1,115280.93,24714.76,5
R07091,52,1,1,1,3.0,14,4,141312.04,10021.77,5
R07099,58,1,1,1,3.0,16,2,207270.83,9672.39,5
R07109,41,1,2,1,3.0,13,1,60276.59,3133.5,5
R07119,38,1,2,1,3.0,16,1,98198.93,11424.78,5
R07127,49,1,1,1,3.0,16,2,313071.0,25544.81,5
R07142,39,1,1,2,3.0,16,1,45115.74,11068.53,5
R07148,46,1,2,1,3.0,16,1,149156.88,15726.75,5
R07152,45,1,2,1,3.0,13,1,97453.92,9468.63,5
R07154,40,1,1,1,3.0,16,1,105059.36,11257.55,5
R07168,37,1,2,1,3.0,16,4,298382.5,13138.39,5
R07174,41,1,1,2,3.0,16,1,282254.71,5886.7,5
R07176,38,1,1,2,3.0,16,1,173274.38,11092.46,5
R07177,58,1,1,1,3.0,16,1,124106.44,5127.84,5
R07181,31,1,2,1,3.0,16,1,125055.89,4520.7,5
R07184,58,1,2,1,3.0,13,1,112390.05,4891.61,5
R07241,48,1,1,1,3.0,12,1,37365.62,3908.47,5
R07243,38,1,1,1,3.0,14,1,49352.83,3755.0,5
R07245,42,1,1,1,3.0,14,2,104231.44,4865.58,5
R07254,37,4,1,3,3.0,16,4,69104.34,17252.07,5
R07274,24,1,1,1,3.0,13,4,52579.62,2947.59,5
R07278,28,1,2,1,3.0,14,1,88097.24,4554.04,5
R07287,45,1,1,3,3.0,16,2,439151.65,38904.6,5
R07299,38,1,1,1,3.0,12,4,57243.39,10369.95,5
R07303,62,1,1,1,3.0,12,1,97892.79,15724.8,5
R07305,42,3,2,1,3.0,16,1,46440.45,16435.49,5
R07314,47,1,1,2,3.0,16,1,115636.63,12676.84,5
R07340,50,1,2,1,3.0,16,1,271775.24,25493.08,5
R07357,48,1,1,1,3.0,16,1,387760.33,39837.32,5
R07361,51,1,1,2,3.0,16,1,116042.22,22183.11,5
R07371,35,1,1,1,3.0,16,1,477807.73,34581.57,5
R07389,53,1,1,1,3.0,12,1,90390.42,14969.86,5
R07395,29,1,2,1,3.0,14,1,103341.71,15303.7,5
R07409,53,1,1,1,3.0,16,1,341739.36,33255.37,5
R07420,33,2,1,2,3.0,16,4,127442.71,8809.89,5
R07446,37,3,2,3,3.0,16,1,66115.3,5764.13,5
R07461,35,1,1,1,3.0,12,2,50315.99,5935.5,5
R07465,58,1,1,1,3.0,16,1,269480.03,33873.28,5
R07469,41,1,1,2,3.0,16,1,94664.15,11131.19,5
R07484,53,1,1,2,3.0,16,2,180223.39,10968.6,5
R07488,52,4,1,2,3.0,16,4,88001.99,7535.76,5
R07501,55,1,1,1,3.0,16,1,82115.66,10575.23,5
R07504,62,3,1,1,3.0,16,2,85332.36,7279.46,5
R07520,39,1,1,2,3.0,16,1,163372.61,11993.6,5
R07535,40,1,1,2,3.0,16,1,194127.78,10180.77,5
R07538,44,1,2,1,3.0,16,1,140349.07,10790.84,5
R07539,54,1,1,1,3.0,12,1,199845.04,9904.19,5
R07541,54,1,2,1,3.0,16,1,417325.0,13331.62,5
R07552,39,1,2,3,3.0,16,1,126824.51,7362.42,5
R07554,54,1,2,1,3.0,14,2,123533.92,3484.69,5
R07555,51,1,1,2,3.0,16,1,232138.97,6007.11,5
R07556,40,1,2,1,3.0,16,4,50778.85,3195.2,5
R07563,34,1,1,2,3.0,16,4,78349.4,8493.65,5
R07565,41,1,1,1,3.0,16,4,219505.38,9301.92,5
R07572,32,1,1,2,3.0,16,4,196804.56,17540.23,5
R07578,33,1,1,2,3.0,16,1,139458.11,7748.69,5
R07583,45,1,1,2,3.0,16,1,387991.5,28519.38,5
R07592,54,1,1,1,3.0,16,1,176118.95,4907.5,5
R07614,41,1,1,2,3.0,16,2,227536.56,18281.56,5
R07619,51,1,1,3,3.0,16,2,474122.85,82866.52,5
R07657,45,1,1,2,3.0,16,1,234644.72,25346.75,5
R07660,45,3,2,1,3.0,16,2,75146.38,3174.13,5
R07679,50,1,1,3,3.0,16,1,277112.69,28623.42,5
R07683,39,1,1,2,3.0,16,2,297325.24,84912.76,5
R07685,47,1,2,1,3.0,12,1,120445.41,17439.07,5
R07686,37,1,1,2,3.0,16,5,130411.81,27505.95,5
R07690,31,1,1,2,3.0,16,1,445822.06,39163.77,5
R07693,49,1,1,2,3.0,16,1,123356.43,20378.27,5
R07704,42,1,1,1,3.0,16,4,65249.28,6781.36,5
R07714,35,1,1,1,3.0,13,1,90128.3,9781.8,5
R07722,49,1,1,2,3.0,16,1,223119.76,59137.4,5
R07725,45,1,1,1,3.0,16,1,168226.81,25682.91,5
R07751,42,1,2,3,3.0,16,1,370080.62,74341.3,5
R07762,61,1,1,1,3.0,14,1,82400.27,19442.73,5
R07766,48,1,1,4,3.0,16,2,357699.07,25627.2,5
R07776,40,1,1,2,3.0,16,5,126884.16,14324.54,5
R07778,53,1,1,1,3.0,16,1,256711.74,18558.2,5
